source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2017,6,4,2,56357.33,64161.75
2018,31,26,5,376611.73,278931.48
2019,32,30,2,445122.02,148218.41
