source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2017,6,4,0,2,56357.33,0.00,64161.75
2018,31,26,0,5,376611.73,0.00,278931.48
2019,32,28,2,2,395571.52,49550.50,148218.41
