owner_acronym,total_entries,total_contracts,total_amendments
ic,177,65,112
cbsa,123,86,37
dfo,121,89,32
pch,86,50,36
gac,59,26,33
pc,33,13,20
rcmp,29,9,20
just,29,14,15
tc,28,12,16
cra,20,9,11
nrcan,18,10,8
pspc,16,11,5
osfi,15,4,11
nserc,12,7,5
agr,12,8,4
cfia,11,2,9
ircc,11,8,3
dnd,10,7,3
pco,10,5,5
ssc,10,7,3
ced,9,4,5
pptc,8,7,1
cnsc,7,4,3
oag,4,3,1
esdc,4,4,0
tsb,3,2,1
psc,2,1,1
ps,2,1,1
lac,1,1,0
infra,1,1,0
hc,1,1,0
csps,1,1,0
cihr,1,1,0
nrc,1,1,0
atssc,1,1,0
phac,1,1,0
