source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2016,14,10,4,201456.27,271598.83
2017,18,14,4,243316.39,443207.45
2018,9,4,5,65604.95,1238833.20
2019,19,11,8,197783.98,675162.11
