gen_vendor_normalized,total_entries,total_contracts,total_amendments
INTERNATIONAL REPORTING,17,12,5
CANADIAN CORPS OF COMMISSIONAIRES,13,11,2
CDW CANADA,9,9,0
CANON,9,9,0
GLOBAL UPHOLSTERY,6,6,0
QMR,6,6,0
XEROX,5,5,0
ABI AMEUBLEMENT BUREAU INTERIEUR,5,5,0
NISHA TECHONOLOGIES,5,5,0
EVALUATION PERSONNEL SELECTION,4,3,1
DIGITSCRIBE,4,3,1
IRON MOUNTAIN CANADA OPERATIONS,4,3,1
JANICE M COCHRANE,4,3,1
HYPERTEC,4,4,0
VERITAAQ TECHNOLOGY HOUSE,4,3,1
ORANGUTECH,4,4,0
MAPLESOFT CONSULTING,4,3,1
NUA OFFICE,4,4,0
BRECKENHILL,3,3,0
EXCEL HUMAN RESOURCES,3,3,0
4 OFFICE AUTOMATION,3,3,0
XL TRANSCRIBING,3,3,0
PHASELOCK SYSTEMS,3,3,0
CIRCA FN OFFICE INTERIORS,3,3,0
DER GRAPHICS,3,3,0
PRESIDIA SECURITY CONSULTING,3,2,1
COLLEGE EDUCACENTRE COLLEGE,3,3,0
ALLSEATING,3,3,0
TEKNION,3,3,0
PROGUARD TACTICAL TRAINING,2,2,0
ECOLE DE LANGUES LA CITE,2,1,1
EDGAR,2,1,1
VIQ SOLUTIONS,2,2,0
MCGOWAN OFFICE INTERIORS,2,2,0
WEIRFOULDS,2,2,0
QRX TECHNOLOGY GROUP,2,2,0
ELEVATED THINKING,2,2,0
EQUASION BUSINESS,2,2,0
ABCE LANGUAGE SCHOOL,2,1,1
RICOH,2,2,0
RJR INNOVATIONS,2,2,0
MICROSOFT CANADA,2,1,1
KNOLL NORTH AMERICA,2,2,0
ROYAL MOVING STORAGE,2,1,1
10 EDMONTON,2,1,1
BHUI NIRBHYE,2,1,1
HUMANSCALE CANADA,2,2,0
D DOYLE INSTALLATIONS,2,2,0
SHAH MIAN SAID GHAFOOR,2,1,1
IFATHOM,2,2,0
BUROMAX,2,2,0
ADVANCED CHIPPEWA TECHNOLOGIES,2,2,0
SI SYSTEMS,2,2,0
SOLIDCAD,2,2,0
NITAM SOLUTIONS,2,2,0
LUMINA IT,2,1,1
STENOTRAN SERVICES,2,2,0
LYNDA NAVEDA CONSULTING,2,2,0
STONEWORKS TECHNOLOGIES,2,2,0
OBRIEN ASSOCIATES,2,1,1
COMPOSITION STE FOY,2,1,1
SYSTEMSCOPE,2,2,0
PATON ASSOCIATES MANAGEMENT,2,2,0
TEKSYSTEMS CANADA,2,2,0
THE BRITISH C CORPS COMMISSIO,2,1,1
THE CANADIAN CORPS OF,2,1,1
BERGERON LESCANO SOPHIE,2,2,0
CAREY ISABELLE ELOISE,2,1,1
THE TRICO GROUP,2,1,1
THROUGHLINE SOLUTIONS,2,1,1
ARTOPEX,2,2,0
TURTLE ISLAND STAFFING,2,1,1
PRICEWATERHOUSE COOPERS,2,2,0
DORCIN MARC EMMANUEL,1,1,0
DOREH AYAN,1,1,0
DORSAINVIL JOEPITZ FRICO,1,1,0
DUCKWORTH JANET,1,1,0
DU YUNPING,1,1,0
ECOLE DE LANGUES EAGLE,1,1,0
ELAHI KAHOOKER RAHMAN,1,1,0
ENSANI SHOHREH,1,1,0
EQUIFAX CANADA,1,1,0
EXTERMINATION AXON ET GESTION,1,1,0
EXTRAVISION VIDEO,1,1,0
FACTIVA,1,1,0
FENG MING,1,1,0
FITCH SURVEILANCE SYSTEMS,1,1,0
FRYDMAN DE HELFANT SANDRA,1,1,0
GAINES DEBRA,1,1,0
GARTNER,1,1,0
GERALDINE SADOWAY,1,1,0
GHOFRANI AMIR,1,1,0
GHOLBEIGI ABBAS,1,1,0
GILL KANWAL JIT SINGH,1,1,0
GINSHERMAN MARTIN GARY,1,1,0
GIOVANNI TRANSLATION,1,1,0
GOVEAS JANICE,1,1,0
GRAND TOY,1,1,0
GRAYBRIDGE INTERNATIONAL CONSULTING,1,1,0
GUERRIER ROLAND,1,1,0
HAMDAN GHADA,1,1,0
HANNA JACKLEEN,1,1,0
HASHI MOHAMED,1,1,0
HAYAT AZIZA,1,1,0
HEDAYATI SIAVASH,1,1,0
