gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ABI AMEUBLEMENT BUREAU INTERIEUR,2019,5,5,0
CANADIAN CORPS OF COMMISSIONAIRES,2019,13,11,2
CANON,2019,9,9,0
CDW CANADA,2019,9,9,0
GLOBAL UPHOLSTERY,2019,6,6,0
HYPERTEC,2019,4,4,0
INTERNATIONAL REPORTING,2019,17,12,5
NISHA TECHONOLOGIES,2019,5,5,0
QMR,2019,6,6,0
XEROX,2019,5,5,0
