vendor_normalized,effective_year,sum_yearly_value
BCP,2010,15635000.00
BCP,2011,15635000.00
CANADIAN CORPS OF COMMISSIONAIRES,2010,1994187.41
CANADIAN CORPS OF COMMISSIONAIRES,2011,1914352.99
CANADIAN CORPS OF COMMISSIONAIRES,2012,842161.81
CANADIAN CORPS OF COMMISSIONAIRES,2013,854918.86
CANADIAN CORPS OF COMMISSIONAIRES,2014,1137433.15
CANADIAN CORPS OF COMMISSIONAIRES,2015,1256377.60
CANADIAN CORPS OF COMMISSIONAIRES,2016,316316.61
CANADIAN CORPS OF COMMISSIONAIRES,2017,141530.46
CANADIAN CORPS OF COMMISSIONAIRES,2018,1045027.77
CANADIAN CORPS OF COMMISSIONAIRES,2019,2043637.85
HEWLETT PACKARD,2010,2688435.10
HEWLETT PACKARD,2011,1824249.11
HEWLETT PACKARD,2012,1838851.82
HEWLETT PACKARD,2013,101963.97
HEWLETT PACKARD,2015,3005.46
HEWLETT PACKARD,2016,3005.46
HEWLETT PACKARD,2017,3005.46
HEWLETT PACKARD,2018,3005.46
HEWLETT PACKARD,2019,3005.46
MICROSOFT CANADA,2010,954598.35
MICROSOFT CANADA,2011,20553050.46
MICROSOFT CANADA,2012,21353418.94
MICROSOFT CANADA,2013,1914928.42
MICROSOFT CANADA,2014,1490735.82
MICROSOFT CANADA,2015,2112972.08
MICROSOFT CANADA,2016,1495186.99
MICROSOFT CANADA,2017,1674781.41
MICROSOFT CANADA,2018,1611561.49
MICROSOFT CANADA,2019,489815.22
NISHA TECHONOLOGIES,2010,28902.08
NISHA TECHONOLOGIES,2011,125870.54
NISHA TECHONOLOGIES,2014,28435.32
NISHA TECHONOLOGIES,2015,28435.32
NISHA TECHONOLOGIES,2016,412281.63
NISHA TECHONOLOGIES,2017,9880462.99
NISHA TECHONOLOGIES,2019,372953.78
NORTHERN MICRO,2010,428791.32
NORTHERN MICRO,2011,827125.05
NORTHERN MICRO,2012,494159.58
NORTHERN MICRO,2013,729523.46
NORTHERN MICRO,2014,953976.74
NORTHERN MICRO,2015,1877881.57
NORTHERN MICRO,2016,806912.90
NORTHERN MICRO,2017,841871.96
NORTHERN MICRO,2018,239223.83
NORTHERN MICRO,2019,113916.09
ORACLE CANADA,2010,1050336.83
ORACLE CANADA,2011,1453548.43
ORACLE CANADA,2012,1421594.04
ORACLE CANADA,2013,1578060.45
ORACLE CANADA,2014,2126704.82
ORACLE CANADA,2015,884034.90
ORACLE CANADA,2016,4836962.14
ORACLE CANADA,2017,37316.26
ORACLE CANADA,2018,2360211.29
ORACLE CANADA,2019,4166920.67
SAS INSTITUTE,2010,1470352.26
SAS INSTITUTE,2011,1891277.26
SAS INSTITUTE,2012,1499561.36
SAS INSTITUTE,2013,1584813.08
SAS INSTITUTE,2014,1584813.08
SAS INSTITUTE,2015,7378386.36
SAS INSTITUTE,2016,7728121.36
SAS INSTITUTE,2017,2113904.70
SAS INSTITUTE,2018,1764169.70
SAS INSTITUTE,2019,2565669.70
TERAMACH TECHNOLOGIES,2010,6647080.29
TERAMACH TECHNOLOGIES,2011,2896529.84
TERAMACH TECHNOLOGIES,2012,3660095.32
TERAMACH TECHNOLOGIES,2013,1340389.77
TERAMACH TECHNOLOGIES,2014,237155.80
TERAMACH TECHNOLOGIES,2015,237155.80
TERAMACH TECHNOLOGIES,2016,39588.48
TERAMACH TECHNOLOGIES,2017,39588.48
TRANSCONTINENTAL PLM,2014,6084460.74
TRANSCONTINENTAL PLM,2015,6084460.74
