gen_vendor_normalized,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,68,43,25
MAPLESOFT CONSULTING,29,25,4
SI SYSTEMS,21,13,8
MODIS CANADA,19,13,6
CANADIAN CORPS OF COMMISSIONAIRES,14,11,3
LIONBRIDGE,14,5,9
ERNST YOUNG,13,7,6
EDGAR,12,7,5
FREEBALANCE,10,8,2
MICROSOFT CANADA,10,8,2
MAXSYS STAFFING CONSULTING,10,6,4
WORKWISE OFFICE SERVICES,9,4,5
IHS GLOBAL CANADA,9,9,0
RIDEAU RECOGNITION SOLUTIONS,8,7,1
AVI SPL,8,4,4
V STRATEGIES,7,5,2
NISHA TECHONOLOGIES,7,7,0
XEROX,7,6,1
INDIGO PARK CANADA,7,5,2
ISI GLOBAL WEBCASTING,7,7,0
SNC LAVALIN,6,3,3
ORANGUTECH,6,5,1
DELL COMPUTER,6,6,0
SPIRIT STAFFING AND CONSULTING,6,3,3
SOFTCHOICE,6,5,1
GENESIS INTEGRATION,6,5,1
JACQUES ASSOCIATES,6,2,4
PRESIDIA SECURITY CONSULTING,5,5,0
SDL GLOBAL SOLUTIONS IRELAND,5,5,0
RANDSTAD,5,4,1
ADVANCED CHIPPEWA TECHNOLOGIES,5,5,0
SYSTEMATIC SOLUTIONS,5,2,3
IHS GLOBAL,5,5,0
HOMEWOOD HEALTH,5,5,0
THE HESTERVIEW,5,3,2
CNW GROUP,5,5,0
LES TRADUCTIONS TESSIER SCC,5,4,1
ALLIANCE FRANCAISE,5,5,0
ESRI,5,5,0
DMTI SPATIAL,4,4,0
EBSCO CANADA,4,4,0
DONNA CONA,4,3,1
GEOMATICS DATA MANAGEMENT,4,2,2
SP PLATTS PIRA ENERGY GROUP,4,3,1
SPICERS CANADA,4,3,1
SERVICEMASTER CALGARY,4,4,0
ROGERS,4,2,2
RIDEAU,4,4,0
BESC OTTAWA COB BOYDEN OTTAWA,4,3,1
MELTWATER NEWS CANADA,4,2,2
VIZWORX,4,2,2
JAKUBEC CONSULTING,4,3,1
HIGH CLOUDS,4,3,1
HALOGEN SOFTWARE,4,4,0
TETRO DESIGN SERVICES,4,1,3
RAYMOND CHABOT GRANT THORNTON,3,3,0
BELL CANADA,3,3,0
RBAC,3,3,0
EASTERN CANADA RESPONSE,3,3,0
THOMSON REUTERS,3,3,0
GUARDIAN PROTECTIVE CLOTHING,3,3,0
BANG THE TABLE CANADA,3,2,1
THE CENTER FOR SPATIAL ECONOMICS,3,3,0
RUBIN THOMLINSON,3,2,1
SBM CONSULTANTS,3,3,0
ANGUSONE,3,2,1
