source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2016,27,17,10,280642.46,980010.38
2017,36,17,19,281100.84,12936500.70
2018,65,41,24,609427.10,2241047.37
2019,47,28,19,430037.52,3334194.54
