gen_vendor_normalized,total_entries,total_contracts,total_amendments
LORD ELGIN HOTEL,13,10,3
IDS SYSTEMS CONSULTANTS,9,6,3
TOSHIBA CLIENT SOLUTIONS CAN,8,7,1
HILTON LAC LEAMY,7,7,0
417 BUS LINE,7,3,4
DUOSON MULTIMEDIA,6,4,2
FREEBALANCE,5,5,0
CTM MEDIA GROUP,5,4,1
TURRIS COMMUNICATIONS,4,1,3
ST JOSEPH MEDIA,4,3,1
CDW CANADA,4,4,0
ADVANCED CHIPPEWA TECHNOLOGIES,4,4,0
NEW PRINTING,4,2,2
PATTISON OUTDOOR ADVERTISING,4,3,1
HEWLETT PACKARD,4,2,2
ASTRAL MEDIA AFFICHAGE SEC,3,2,1
IRON MOUNTAIN,3,1,2
NORTHERN MICRO,3,2,1
VOILA QUEBEC,3,3,0
BESPOKE AUDIO VISUAL,3,3,0
SI SYSTEMS,3,2,1
ADIRONDACK IM AIM GROUP JV,3,1,2
TELECOM COMPUTER SERVICES,3,3,0
SOCIETE DES CASINO DU QUEBEC RESTO CASINO HILTON OPERATING AS HILTON LAC LEAMY,3,1,2
CNW GROUP,3,3,0
APPTION,2,2,0
LAMONTAGNE GERALD,2,2,0
CISTEL TECHNOLOGY,2,1,1
MEDIAS TRANSCONTINENTAL,2,2,0
MELTWATER NEWS CANADA,2,2,0
METROLAND MEDIA GROUP,2,2,0
GCSTRATEGIES,2,1,1
GLOBELITE TRAVEL MARKETING,2,2,0
9334 5296 QUEBEC O A PRIME IMPRESSION,2,1,1
GRAVURE CHOQUET,2,1,1
OPENCONCEPT CONSULTING,2,1,1
GROUPE IMAGI COMMINICATION LE,2,2,0
GROUPE IMAGI COMMUNICATION LE,2,1,1
PROJECT X PRODUCTIONS,2,2,0
BLACKBERRY,2,2,0
SAMSON ET ASSOCIES,2,1,1
BRADDA PRINTING SERVICES,2,1,1
SOFTCHOICE,2,2,0
ITEX,2,2,0
ONX ENTERPRISE SOLUTIONS,1,1,0
OPTIMA,1,1,0
OTTAWA CITIZEN A DIVISION OF,1,1,0
PACART,1,1,0
PITNEY BOWES,1,1,0
POSTMEDIA NETWORK ASSIGNEE MELTWATER NEWS CANADA,1,1,0
PURELOGIC,1,1,0
RANDSTAD,1,1,0
ROGERS,1,1,0
3627730 CANADA OPERATING AS FREEMAN AUDIO VISUAL,1,1,0
SWA OTTAWA WESTIN OTTAWA,1,1,0
SZM PROMOTIONS,1,1,0
THE DRAFTING CLINIC CANADA,1,1,0
UP HERE PUBLISHING,1,1,0
VMWARE,1,1,0
SOCIETE ATTACTIONS TOURS QC,1,1,0
9334 5296 QUEBEC OPERATING AS PRIME IMPRESSION,1,1,0
ABOVE BEYOND,1,1,0
ACCESS 2 NETWORKS,1,1,0
ADWARE PROMOTION,1,1,0
ALLANTE AIRPORT TRANSPORTATION,1,1,0
ALTIS HUMAN RESOURCES,1,1,0
ATELIER DILATHAN,1,1,0
BEARCOM CANADA,1,1,0
BOUCHER VON ASSOCIATES,1,1,0
CALIAN,1,1,0
CATHERINE AGUILLON,1,1,0
CITY OF OTTAWA,1,1,0
CNW,1,1,0
CORPORATE RENAISSANCE GROUP,1,1,0
COURTYARD MARRIOT OTTAWA,1,1,0
DELTA BEAUSEJOUR,1,1,0
DELTA OTTAWA CITY CENTRE,1,1,0
DELTA QUEBEC CITY,1,1,0
DILITRUST CANADA,1,1,0
DLS TECHNOLOGY,1,1,0
DRAFTING CLINIC CANADA THE,1,1,0
DYNAMIC PERSONNEL CONSULTANTS,1,1,0
FCA CANADA,1,1,0
FURLOW FINANCIAL,1,1,0
GLOBAL UPHOLSTERY,1,1,0
GONTRAN BLAIS,1,1,0
GROUPE ALITHYA,1,1,0
H K COMMUNICATIONS,1,1,0
HOTEL CLARENDON,1,1,0
HOTEL PUR QUEBEC,1,1,0
HYPERTEC,1,1,0
INFOMART DIVISION OF MELTWATER,1,1,0
INTU DESIGN,1,1,0
KAREN MACKAY,1,1,0
LE CONCORDE,1,1,0
LES TOURS DU VIEUX QUEBEC 1989,1,1,0
MANPOWER SERVICES CANADA,1,1,0
MICROSOFT CANADA,1,1,0
MITSUBISHI MOTOR SALES OF CAN,1,1,0
NORTHERN NEWS SERVICES,1,1,0
NOVA NETWORKS,1,1,0
NOVI SYSTEMS,1,1,0
NUNATEXT,1,1,0
