source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2016,27,16,1,10,256142.46,24500.00,980010.38
2017,36,16,1,19,256127.84,24973.00,12936500.70
2018,65,38,6,21,536101.37,150407.79,2163965.31
2019,47,25,4,18,356578.67,99376.86,3308276.53
