vendor_normalized,effective_year,sum_yearly_value
COMMUNITY FOUNDATIONS,2017,31250.00
COMMUNITY FOUNDATIONS,2018,46875.00
COMMUNITY FOUNDATIONS,2019,46875.00
EMOND HARNDEN,2014,33222.00
EMOND HARNDEN,2015,33222.00
EMOND HARNDEN,2016,33222.00
EMOND HARNDEN,2017,33222.00
EMOND HARNDEN,2018,33222.00
GOSS GILROY,2017,92589.38
GOSS GILROY,2018,143389.94
GOSS GILROY,2019,69078.32
LES TRADUCTIONS HD,2012,36259.27
LES TRADUCTIONS HD,2013,36259.27
LES TRADUCTIONS HD,2014,36259.27
LES TRADUCTIONS HD,2015,36259.27
LES TRADUCTIONS HD,2016,36259.27
LES TRADUCTIONS HD,2017,36259.27
LES TRADUCTIONS HD,2018,-13181.67
LES TRADUCTIONS HD,2019,-13181.67
MEDIAMISER,2014,44920.33
MEDIAMISER,2015,44920.33
MEDIAMISER,2016,44920.33
MEDIAMISER,2017,44920.33
MEDIAMISER,2018,44920.33
MEDIAMISER,2019,44920.33
OPENFRAME TECHNOLOGIES,2014,26156.12
OPENFRAME TECHNOLOGIES,2015,26156.12
OPENFRAME TECHNOLOGIES,2016,26156.12
OPENFRAME TECHNOLOGIES,2017,26156.12
OPENFRAME TECHNOLOGIES,2018,26156.12
OPENFRAME TECHNOLOGIES,2019,26156.12
PRA,2018,132308.88
PRA,2019,175439.57
QUANTUM MANAGEMENT SERVICES,2017,61679.35
QUANTUM MANAGEMENT SERVICES,2018,74045.92
SOUTHSIDE COMMUNICATIONS,2016,48590.00
SOUTHSIDE COMMUNICATIONS,2017,48590.00
SOUTHSIDE COMMUNICATIONS,2018,77687.50
SOUTHSIDE COMMUNICATIONS,2019,100844.97
VERSACOM,2012,55683.96
VERSACOM,2013,55683.96
VERSACOM,2014,55683.96
VERSACOM,2015,55683.96
VERSACOM,2016,55683.96
VERSACOM,2017,55683.96
VERSACOM,2018,47236.75
VERSACOM,2019,57518.37
