owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,1,1,0
agr,2015,3,1,2
agr,2016,7,4,3
agr,2017,10,9,1
agr,2018,9,4,5
agr,2019,2,1,1
atssc,2016,1,1,0
atssc,2017,1,0,1
cbsa,2014,7,7,0
cbsa,2016,4,3,1
cbsa,2017,10,7,3
cbsa,2019,2,2,0
cc,2016,1,1,0
ced,2010,2,1,1
cer,2016,1,1,0
cfia,2011,2,2,0
cfia,2012,6,4,2
cfia,2013,1,1,0
cfia,2014,2,1,1
cfia,2015,2,2,0
cfia,2016,1,1,0
cfia,2017,2,2,0
cfia,2018,1,0,1
cgc,2017,1,1,0
chrc,2019,1,1,0
cihr,2018,4,4,0
cihr,2019,3,3,0
cnsc,2010,1,1,0
cnsc,2011,2,2,0
cnsc,2012,3,3,0
cnsc,2013,1,1,0
cnsc,2017,1,1,0
cnsc,2018,1,1,0
cnsc,2019,1,0,1
cra,2011,6,3,3
cra,2012,3,3,0
cra,2013,2,2,0
cra,2015,1,1,0
cra,2016,2,2,0
cra,2017,3,1,2
cra,2018,3,2,1
csa,2013,1,1,0
csc,2017,1,1,0
csc,2018,1,0,1
csps,2013,1,1,0
cta,2015,1,1,0
dfo,2010,7,6,1
dfo,2011,2,2,0
dfo,2012,5,2,3
dfo,2013,2,2,0
dfo,2015,1,1,0
dfo,2016,4,3,1
dfo,2017,2,1,1
dnd,2010,2,2,0
dnd,2011,4,3,1
dnd,2014,3,3,0
dnd,2015,2,2,0
dnd,2017,1,1,0
dnd,2018,4,4,0
dnd,2019,3,2,1
ec,2010,1,1,0
ec,2011,5,5,0
ec,2012,4,2,2
ec,2013,3,1,2
ec,2014,5,3,2
ec,2015,3,1,2
ec,2016,2,1,1
ec,2018,7,6,1
ec,2019,1,0,1
esdc,2010,3,3,0
esdc,2011,3,3,0
esdc,2012,5,5,0
esdc,2013,8,8,0
esdc,2014,5,5,0
esdc,2015,2,2,0
esdc,2016,1,1,0
esdc,2017,9,7,2
esdc,2018,20,16,4
esdc,2019,30,15,15
fin,2013,1,1,0
fin,2016,1,1,0
fin,2018,1,1,0
fin,2019,1,0,1
gac,2010,5,3,2
gac,2011,7,5,2
gac,2012,5,4,1
gac,2013,1,1,0
gac,2014,4,2,2
gac,2015,4,1,3
gac,2016,2,1,1
gac,2017,4,4,0
gac,2018,1,1,0
gac,2019,1,1,0
hc,2010,1,1,0
hc,2014,3,3,0
hc,2015,3,1,2
hc,2016,2,2,0
hc,2017,3,2,1
hc,2019,3,3,0
iaac,2012,1,1,0
ic,2011,1,1,0
ic,2012,5,5,0
ic,2013,1,1,0
ic,2014,1,1,0
ic,2015,2,2,0
ic,2018,1,1,0
inac,2013,5,1,4
inac,2014,5,5,0
inac,2015,5,2,3
inac,2016,3,1,2
inac,2017,3,2,1
inac,2018,2,1,1
infra,2011,2,1,1
infra,2012,1,1,0
infra,2013,1,1,0
infra,2014,4,4,0
infra,2016,1,1,0
infra,2017,1,0,1
infra,2018,1,1,0
ircc,2010,1,1,0
ircc,2011,5,5,0
ircc,2012,10,8,2
ircc,2013,7,3,4
ircc,2014,4,4,0
ircc,2018,3,3,0
ircc,2019,2,2,0
isc,2017,1,1,0
isc,2018,1,1,0
isc,2019,2,2,0
just,2018,1,1,0
nrc,2010,4,4,0
nrc,2011,1,1,0
nrc,2012,1,1,0
nrc,2013,1,1,0
nrc,2017,1,1,0
nrc,2018,2,2,0
nrc,2019,1,1,0
nrcan,2012,3,2,1
nrcan,2013,4,4,0
nrcan,2016,2,2,0
nrcan,2018,5,5,0
nrcan,2019,4,4,0
nserc,2017,1,1,0
nserc,2018,4,4,0
nserc,2019,4,4,0
oag,2016,2,2,0
oag,2017,1,1,0
oag,2019,1,0,1
osfi,2016,2,1,1
osfi,2017,5,3,2
osfi,2018,6,1,5
osfi,2019,7,2,5
pbc,2011,1,1,0
pc,2010,2,2,0
pc,2015,2,2,0
pc,2017,3,2,1
pc,2018,1,1,0
pc,2019,1,1,0
pch,2011,1,1,0
pch,2012,1,1,0
pch,2013,1,0,1
pch,2014,1,0,1
pch,2015,3,1,2
pch,2016,1,0,1
pch,2017,11,8,3
pch,2018,8,2,6
pco,2014,1,1,0
pco,2016,1,1,0
pco,2017,2,2,0
phac,2010,1,1,0
phac,2014,3,3,0
phac,2015,3,1,2
phac,2016,1,1,0
phac,2017,1,1,0
phac,2018,1,0,1
ppsc,2010,1,1,0
ppsc,2011,1,1,0
ppsc,2012,1,1,0
pptc,2011,7,6,1
pptc,2012,4,3,1
pptc,2013,11,7,4
pptc,2014,1,1,0
ps,2012,2,2,0
ps,2013,2,2,0
ps,2014,2,2,0
ps,2015,2,2,0
ps,2017,1,1,0
ps,2018,1,1,0
ps,2019,1,1,0
psc,2012,1,1,0
pspc,2010,3,3,0
pspc,2011,11,9,2
pspc,2012,5,2,3
pspc,2013,6,5,1
pspc,2014,8,3,5
pspc,2015,5,2,3
pspc,2016,6,6,0
pspc,2017,11,10,1
pspc,2018,5,2,3
pspc,2019,10,7,3
rcmp,2010,1,1,0
rcmp,2011,1,1,0
rcmp,2012,1,1,0
ssc,2012,10,7,3
ssc,2013,2,2,0
ssc,2014,2,1,1
ssc,2015,2,0,2
ssc,2016,1,0,1
ssc,2017,1,1,0
ssc,2018,1,1,0
stats,2014,1,1,0
tbs,2010,6,4,2
tbs,2011,5,4,1
tbs,2013,1,1,0
tbs,2014,2,2,0
tbs,2015,1,1,0
tbs,2016,1,1,0
tbs,2017,1,1,0
tbs,2019,3,3,0
tc,2011,3,3,0
tc,2013,2,2,0
tc,2014,1,1,0
tc,2015,1,1,0
tc,2016,1,1,0
tc,2019,1,1,0
