gen_vendor_normalized,total_entries,total_contracts,total_amendments
CANADIAN CORPS OF COMMISSIONAIRES,65,62,3
RICOH,46,43,3
XEROX,38,27,11
IKON DOCUMENT SERVICES T8009,26,26,0
HYPERTEC,21,20,1
ALTIS HUMAN RESOURCES,21,15,6
IRON MOUNTAIN CANADA,18,12,6
SHRED IT,16,11,5
MAKWA RESOURCING,14,11,3
EXCEL HUMAN RESOURCES,13,9,4
IRON MOUNTAIN,13,10,3
LEXISNEXIS CANADA,13,11,2
NISHA TECHONOLOGIES,11,11,0
ST JOSEPH PRINT GROUP,9,7,2
ADVANCED BUSINESS INTERIORS,9,9,0
CYBERBAHN,9,5,4
NORTHERN MICRO,9,9,0
TEKNION,8,8,0
ARTEMP PERSONNEL,8,8,0
LMB INTERPRETATION SYSTEMS,8,8,0
GLOBAL UPHOLSTERY,8,8,0
ACS EXPRESS,8,5,3
GPRINT SIGNS,8,8,0
CHAU CUONG,8,8,0
REQUEST OFFICE SERVICES,7,7,0
ABLE TRANSLATIONS,7,7,0
KONICA MINOLTA BUSINESS SOLUTIONS,7,6,1
BELL CANADA,7,6,1
IMATICS,7,4,3
JOHN DICKSON PROFESSIONAL,6,4,2
SOFTCHOICE,6,6,0
ALLIANCE FRANCAISE,6,4,2
MAXSYS,6,5,1
EVANS SWEENY BORDIN,6,1,5
DRAKE INTERNATIONAL,6,4,2
ACCURATE,6,6,0
THOMPSON LEROSE BROWN,5,2,3
SURRIDGE LISA,5,5,0
MACISAAC CLARKE DUFFY,5,1,4
CANON,5,4,1
SIMPLEX GRINNELL,5,3,2
NATHANSON SEAMAN WATTS,5,1,4
COMPUPHILE SYSTEMS,5,5,0
PRINTERS PLUS,5,3,2
BRADLEY LAW OFFICE,5,1,4
COLEMAN FRASER WHITTOME LEHAN,5,1,4
PATHFINDER SYSTEMS DESIGN,5,5,0
HART KATE MA,5,3,2
NICHOLAS ALEXANDER,5,4,1
MILLER THOMSON,5,1,4
MANPOWER,5,2,3
PUSHOR MITCHELL,5,1,4
CARSWELL,5,5,0
MOUSSEAU DELUCA MCPHERSON PRINCE,5,1,4
HUGHES BRANNAN,5,1,4
TIMOTHY MATHANY PROFESSIONAL,5,1,4
KNOWLEDGE CIRCLE,5,5,0
DYNAMIC PERSONNEL CONSULTANTS,5,3,2
MARK MILLER,5,1,4
HILL AND KNOWLTON,5,5,0
WILSON EVELY,5,2,3
DONEY LAW OFFICE,5,1,4
WYRZYKOWSKI ROBB,5,1,4
DOWNTOWN RUNNER,5,2,3
CETTEC DIGITAL IMAGING,5,3,2
TOTEM OFFISOURCE,5,5,0
DOCUMENTS MAJEMTA,5,4,1
