gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ARI FINANCIAL SERVICES,2013,7,6,1
ARI FINANCIAL SERVICES,2014,77,67,10
ARI FINANCIAL SERVICES,2015,67,59,8
ARI FINANCIAL SERVICES,2016,65,49,16
ARI FINANCIAL SERVICES,2017,92,67,25
ARI FINANCIAL SERVICES,2018,76,57,19
ARI FINANCIAL SERVICES,2019,78,70,8
CANADIAN CORPS OF COMMISSIONAIRES,2012,8,2,6
CANADIAN CORPS OF COMMISSIONAIRES,2013,66,56,10
CANADIAN CORPS OF COMMISSIONAIRES,2014,174,144,30
CANADIAN CORPS OF COMMISSIONAIRES,2015,147,106,41
CANADIAN CORPS OF COMMISSIONAIRES,2016,168,112,56
CANADIAN CORPS OF COMMISSIONAIRES,2017,173,108,65
CANADIAN CORPS OF COMMISSIONAIRES,2018,168,96,72
CANADIAN CORPS OF COMMISSIONAIRES,2019,146,95,51
DYNACARE,2010,1,1,0
DYNACARE,2014,1,1,0
DYNACARE,2015,28,25,3
DYNACARE,2016,39,33,6
DYNACARE,2017,43,36,7
DYNACARE,2018,31,26,5
DYNACARE,2019,52,33,19
FORD MOTOR COMPANY,2013,1,1,0
FORD MOTOR COMPANY,2014,49,49,0
FORD MOTOR COMPANY,2015,50,50,0
FORD MOTOR COMPANY,2016,28,28,0
FORD MOTOR COMPANY,2017,55,55,0
FORD MOTOR COMPANY,2018,59,37,22
FORD MOTOR COMPANY,2019,46,41,5
IMPERIAL OIL,2013,33,33,0
IMPERIAL OIL,2014,64,59,5
IMPERIAL OIL,2015,46,42,4
IMPERIAL OIL,2016,27,26,1
IMPERIAL OIL,2017,53,39,14
IMPERIAL OIL,2018,70,54,16
IMPERIAL OIL,2019,59,45,14
MCKESSON CANADA,2013,150,150,0
MCKESSON CANADA,2014,422,421,1
MCKESSON CANADA,2015,509,508,1
MCKESSON CANADA,2016,541,534,7
MCKESSON CANADA,2017,617,608,9
MCKESSON CANADA,2018,589,581,8
MCKESSON CANADA,2019,598,582,16
MEDALLION MILK,2013,4,4,0
MEDALLION MILK,2014,38,38,0
MEDALLION MILK,2015,64,64,0
MEDALLION MILK,2016,48,38,10
MEDALLION MILK,2017,47,32,15
MEDALLION MILK,2018,49,25,24
MEDALLION MILK,2019,52,29,23
OEI KRUEGER,2013,11,11,0
OEI KRUEGER,2014,69,69,0
OEI KRUEGER,2015,129,129,0
OEI KRUEGER,2016,151,146,5
OEI KRUEGER,2017,113,111,2
OEI KRUEGER,2018,119,118,1
OEI KRUEGER,2019,90,85,5
TEKNION,2017,37,37,0
TEKNION,2018,111,104,7
TEKNION,2019,89,86,3
XEROX,2010,1,1,0
XEROX,2011,1,1,0
XEROX,2012,5,5,0
XEROX,2013,20,19,1
XEROX,2014,31,31,0
XEROX,2015,34,30,4
XEROX,2016,24,22,2
XEROX,2017,49,42,7
XEROX,2018,71,66,5
XEROX,2019,52,49,3
