gen_vendor_normalized,total_entries,total_contracts,total_amendments
SOFTCHOICE,45,45,0
APPLIED ELECTONICS,37,37,0
FACEBOOK,18,18,0
BELL CANADA,16,16,0
CSI LEASING CANADA,12,12,0
SOLOTECH,10,10,0
APPLE CANADA,10,10,0
CEV,8,8,0
ORACLE CANADA,7,7,0
RISQ,6,6,0
AKUFEN ATELIER CREATIF,6,6,0
F2 TECHNOLOGIES,5,5,0
INTERGALACTIC AGENCY,5,4,1
CDW CANADA,5,3,2
TERAGO NETWORKS,5,4,1
DATROX COMPUTER TECHNOLOGIES,5,4,1
ROHDESCHWARZ CANADA,5,5,0
ARRI CANADA,5,5,0
RETHINK COMMUNICATIONS,5,5,0
GLOBAL MECHANIC MEDIA,4,3,1
LAVERY DE BILLY,4,4,0
RESONANCE TJL,4,4,0
RICHTER,4,4,0
DAINTY PRODUCTIONS,4,4,0
HELIX MANAGEMENT CONSULTING SERVICES,4,4,0
TRINIMBUS TECHNOLOGIES,4,3,1
IBM CANADA,4,4,0
IMAGES ET TECHNOLOGIE,4,4,0
DEPARTEMENT STUDIO CREATIF,3,2,1
CONCEPT MOBILIER MOBEL360,3,3,0
LENVOL DES LANGUES,3,3,0
FINALE EDITWORKS,3,3,0
LES INDUSTRIES NORDESCO,3,3,0
ATEMPO,3,3,0
CREOS EXPERTS CONSEILS,3,3,0
SONOTECHNIQUE PJL,3,3,0
SOUND CHICK SFX,3,3,0
SPB PSYCHOLOGIE ORGANISATIONNELLE,3,3,0
LUNALUX PRODUCTIONS,3,3,0
GIGNAC BENOIT,3,2,1
STUDIO CASA RARA,3,3,0
GO MULTI MEDIA,3,3,0
JAM3,3,3,0
GROUPE API,3,3,0
GROUPE LA GUERILLA,3,3,0
MICROSOFT CANADA,3,2,1
DELL COMPUTER,3,3,0
MIRROR IMAGE MEDIA,3,2,1
AVALON CORPORATE SOLUTIONS,3,3,0
NORTHERN MICRO,3,3,0
WESTWORLD COMPUTERS,3,3,0
NORTH PLAINS SYSTEMS,3,3,0
EYESTEEL FILMS,3,3,0
AFFINITY BRIDGE CONSULTING,2,2,0
ANDRE LADOUCEUR,2,2,0
DUSSAULT DOMINIQUE,2,2,0
ISPLICE FILMS,2,2,0
TURBULENT MEDIA,2,2,0
IRON MOUNTAIN CANADA OPERATIONS,2,2,0
10703559 CANADA,2,2,0
GET SET FILMS,2,2,0
3DI SYNTHESES,2,2,0
AMF PRODUCTIONS,2,2,0
MARKETING ZENDATA,2,2,0
DIGITAL FILM TECHNOLOGY,2,2,0
OPUS 59 FILMS,2,2,0
NOOTKA STREET FILM COMPANY,2,1,1
PARADIS RENAUD,2,2,0
NOUVELLE ADMINISTRATION,2,1,1
GROUPE LAFRANCE COMMUNICATIONS,2,2,0
INSO MONTREAL,2,2,0
MEDIAMACHINE,2,2,0
TATTERSALL SOUND PICTURE,2,2,0
CANDELA COLLECTIVE,2,2,0
TEKNION,2,2,0
RANDSTAD,2,2,0
AATOAA,2,2,0
