gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
AKUFEN ATELIER CREATIF,2017,4,4,0
AKUFEN ATELIER CREATIF,2018,2,2,0
APPLE CANADA,2017,3,3,0
APPLE CANADA,2018,2,2,0
APPLE CANADA,2019,5,5,0
APPLIED ELECTONICS,2016,3,3,0
APPLIED ELECTONICS,2017,11,11,0
APPLIED ELECTONICS,2018,6,6,0
APPLIED ELECTONICS,2019,17,17,0
BELL CANADA,2017,2,2,0
BELL CANADA,2018,4,4,0
BELL CANADA,2019,10,10,0
CEV,2017,5,5,0
CEV,2018,2,2,0
CEV,2019,1,1,0
CSI LEASING CANADA,2016,1,1,0
CSI LEASING CANADA,2017,2,2,0
CSI LEASING CANADA,2018,1,1,0
CSI LEASING CANADA,2019,8,8,0
FACEBOOK,2016,1,1,0
FACEBOOK,2017,3,3,0
FACEBOOK,2018,7,7,0
FACEBOOK,2019,7,7,0
ORACLE CANADA,2017,2,2,0
ORACLE CANADA,2018,2,2,0
ORACLE CANADA,2019,3,3,0
SOFTCHOICE,2016,3,3,0
SOFTCHOICE,2017,15,15,0
SOFTCHOICE,2018,7,7,0
SOFTCHOICE,2019,20,20,0
SOLOTECH,2016,2,2,0
SOLOTECH,2017,1,1,0
SOLOTECH,2018,1,1,0
SOLOTECH,2019,6,6,0
