source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2016,46,22,24,358883.66,2425092.84
2017,214,125,89,1913982.48,7150952.77
2018,139,80,59,1191533.33,4676862.73
2019,244,130,114,1995225.63,11495319.74
