owner_acronym,effective_year,sum_yearly_value
cbsa,2014,111587.50
cbsa,2015,397175.78
cbsa,2016,480374.73
cbsa,2017,480374.73
cbsa,2018,480374.73
cbsa,2019,532874.73
gac,2014,84334.40
gac,2015,84334.40
gac,2016,84334.40
gac,2017,84334.40
gac,2018,84334.40
gac,2019,84334.40
ircc,2016,678000.00
pch,2017,86307.72
pspc,2014,35150333.67
pspc,2015,35150333.67
pspc,2016,35150333.67
pspc,2017,35150333.67
pspc,2018,35150333.67
pspc,2019,35150333.67
tbs,2014,19775.00
tbs,2015,19775.00
tbs,2016,19775.00
tbs,2017,19775.00
tbs,2018,19775.00
tbs,2019,19775.00
