owner_acronym,total_entries,total_contracts,total_amendments
cra,1704,584,1120
ircc,315,183,132
esdc,172,136,36
ic,161,77,84
cbsa,156,99,57
ec,118,79,39
gac,102,52,50
agr,56,31,25
osfi,45,10,35
ssc,40,19,21
rcmp,38,10,28
tc,35,21,14
nrcan,35,16,19
dnd,32,15,17
pspc,28,25,3
cnsc,26,12,14
tbs,19,9,10
pc,12,3,9
hc,8,7,1
just,7,4,3
phac,7,6,1
irb,4,3,1
pch,4,2,2
dfo,3,2,1
pco,3,3,0
fin,2,1,1
elections,2,2,0
stats,1,1,0
nserc,1,1,0
