vendor_normalized,effective_year,sum_yearly_value
CANADIAN BANK NOTE COMPANY,2010,22172242.20
CANADIAN BANK NOTE COMPANY,2011,67131250.64
CANADIAN BANK NOTE COMPANY,2012,52615175.98
CANADIAN BANK NOTE COMPANY,2013,70378664.11
CANADIAN BANK NOTE COMPANY,2014,36481269.53
CANADIAN BANK NOTE COMPANY,2015,69858006.27
CANADIAN BANK NOTE COMPANY,2016,60935518.16
CANADIAN BANK NOTE COMPANY,2017,45892998.11
CANADIAN BANK NOTE COMPANY,2018,34904116.95
CANADIAN BANK NOTE COMPANY,2019,51203659.84
CANADIAN CORPS OF COMMISSIONAIRES,2010,2567072.40
CANADIAN CORPS OF COMMISSIONAIRES,2011,6205792.99
CANADIAN CORPS OF COMMISSIONAIRES,2012,7833069.30
CANADIAN CORPS OF COMMISSIONAIRES,2013,8001626.96
CANADIAN CORPS OF COMMISSIONAIRES,2014,8865490.84
CANADIAN CORPS OF COMMISSIONAIRES,2015,3898117.38
CANADIAN CORPS OF COMMISSIONAIRES,2016,3890183.93
CANADIAN CORPS OF COMMISSIONAIRES,2017,4539190.84
CANADIAN CORPS OF COMMISSIONAIRES,2018,5354798.47
CANADIAN CORPS OF COMMISSIONAIRES,2019,5985058.93
CGI,2010,3737353.07
CGI,2011,4519858.31
CGI,2012,5964887.60
CGI,2013,6446926.46
CGI,2014,4578774.79
CGI,2015,4823372.44
CGI,2016,7402279.38
CGI,2017,5930411.15
CGI,2018,4608811.68
CGI,2019,3306945.94
COSSETTE COMMUNICATIONS,2010,148468.20
COSSETTE COMMUNICATIONS,2011,8385400.41
COSSETTE COMMUNICATIONS,2012,39026.55
COSSETTE COMMUNICATIONS,2013,10149801.54
COSSETTE COMMUNICATIONS,2014,4578805.48
COSSETTE COMMUNICATIONS,2015,3085886.66
COSSETTE COMMUNICATIONS,2016,10917152.97
COSSETTE COMMUNICATIONS,2017,3583831.43
COSSETTE COMMUNICATIONS,2018,2495274.06
COSSETTE COMMUNICATIONS,2019,1811187.10
FUJITSU,2012,4667414.06
FUJITSU,2013,10596954.28
FUJITSU,2014,10405722.52
FUJITSU,2015,8983537.32
FUJITSU,2016,5344052.10
FUJITSU,2017,4422240.25
FUJITSU,2018,4234819.65
FUJITSU,2019,3347257.22
INTERNATIONAL ORGANIZATION FOR MIGRATION,2010,137264.18
INTERNATIONAL ORGANIZATION FOR MIGRATION,2011,137264.18
INTERNATIONAL ORGANIZATION FOR MIGRATION,2012,137264.18
INTERNATIONAL ORGANIZATION FOR MIGRATION,2015,35500000.00
INTERNATIONAL ORGANIZATION FOR MIGRATION,2016,35500000.00
MINDWIRE SYSTEMS,2010,3059203.30
MINDWIRE SYSTEMS,2011,4666567.59
MINDWIRE SYSTEMS,2012,4613526.32
MINDWIRE SYSTEMS,2013,3908122.95
MINDWIRE SYSTEMS,2014,3461986.58
MINDWIRE SYSTEMS,2015,2401659.55
MINDWIRE SYSTEMS,2016,3474887.99
MINDWIRE SYSTEMS,2017,7072362.05
MINDWIRE SYSTEMS,2018,11210261.25
MINDWIRE SYSTEMS,2019,16155485.65
ORACLE CANADA,2010,4248128.84
ORACLE CANADA,2011,5060296.95
ORACLE CANADA,2012,4745190.32
ORACLE CANADA,2013,3203241.63
ORACLE CANADA,2014,9414450.26
ORACLE CANADA,2015,7985029.99
ORACLE CANADA,2016,8643110.48
ORACLE CANADA,2017,5497604.29
ORACLE CANADA,2018,7298074.68
ORACLE CANADA,2019,8912761.78
VERITAAQ TECHNOLOGY HOUSE,2010,2828308.32
VERITAAQ TECHNOLOGY HOUSE,2011,3025021.98
VERITAAQ TECHNOLOGY HOUSE,2012,2040537.23
VERITAAQ TECHNOLOGY HOUSE,2013,3747469.40
VERITAAQ TECHNOLOGY HOUSE,2014,4987744.86
VERITAAQ TECHNOLOGY HOUSE,2015,6375643.46
VERITAAQ TECHNOLOGY HOUSE,2016,9070706.34
VERITAAQ TECHNOLOGY HOUSE,2017,5215925.77
VERITAAQ TECHNOLOGY HOUSE,2018,8328277.44
VERITAAQ TECHNOLOGY HOUSE,2019,15418835.55
VFS GLOBAL,2012,17000000.00
VFS GLOBAL,2013,17000000.00
VFS GLOBAL,2014,17000000.00
VFS GLOBAL,2015,17000000.00
VFS GLOBAL,2016,17000000.00
VFS GLOBAL,2017,12402003.50
VFS GLOBAL,2018,9590272.17
VFS GLOBAL,2019,90215977.92
