owner_acronym,sum_effective_value
pspc,624545582.19
ssc,211761788.36
nrc,10313486.84
dnd,3557368.34
cra,3472753.16
nrcan,1284729.23
tc,917816.90
dfo,878277.05
ec,528392.23
stats,470952.46
ircc,441795.44
psc,322312.00
rcmp,278755.68
pch,204447.82
pptc,201527.74
hc,195163.30
ic,173042.36
phac,162543.41
cnsc,126000.00
gac,72526.58
fja,45845.00
pc,22980.59
ps,19981.61
csa,15098.74
