gen_vendor_normalized,total_entries,total_contracts,total_amendments
PRIORITY PERSONNEL,39,22,17
AV BRUCE ASSOCIATES,32,17,15
SKYRIDGE SYSTEMS,25,21,4
SHARP ELECTRONICS,19,18,1
CANON,18,17,1
CDW CANADA,16,16,0
KELLY SERVICES CANADA,14,11,3
CANADIAN CORPS OF COMMISSIONAIRES,14,13,1
MICROSOFT CANADA,14,11,3
CONFERENCE BOARD OF CANADA,13,13,0
NISHA TECHONOLOGIES,13,13,0
CISION CANADA,12,5,7
SOFTCHOICE,12,12,0
ARI FINANCIAL SERVICES,11,10,1
UNIVERSITAC SAINTE ANNE HALIFAX,10,10,0
NORTHERN MICRO,10,10,0
ORACLE CANADA,10,10,0
EQUIFAX CANADA,9,9,0
IMP GROUP,9,8,1
PUROLATOR,9,9,0
PITNEY BOWES,8,6,2
ANTHONY MACAULEY ASSOCIATES VICTORIA,8,8,0
EAGLESPIRIT MARKETING,8,8,0
DELOITTE AND TOUCHE,8,8,0
CEDROM SNI,8,8,0
M5 MARKETING COMMUNICATIONS,7,7,0
RON ARSENAULT,7,6,1
TEKNION,6,6,0
SUBARU CANADA,6,6,0
HUDSON DESIGN GROUP,6,6,0
3D DATACOMM,6,6,0
KELLY SERVICES,6,5,1
JAMES YOUNG,6,5,1
GENERAL MOTORS,6,6,0
CANON CANADAS BUSINESS SYSTEM SOLUTIONS,6,6,0
RICOH,5,5,0
UNIVERSITE SAINTE ANNE,5,4,1
PRINCIPAL RESEARCH ASSOCIATE THE CONFERENCE BOARD OF CANADA,5,5,0
ALLIANCE FRANCAISE,5,5,0
ONEPLACE SOLUTIONS,5,5,0
ANTHONY MACAULEY ASSOCIATES,5,4,1
NISSAN CANADA,5,5,0
KONICA MINOLTA BUSINESS SOLUTIONS CANADA,5,5,0
IVANS CAMERA,5,5,0
INFO TECH RESEARCH GROUP,5,5,0
HYUNDAI AUTO CANADA,5,5,0
GLOBAL UPHOLSTERY,5,5,0
COSSETTE COMMUNICATIONS,5,5,0
CORPORATE RESEARCH ASSOCIATES,5,5,0
RAYMOND CHABOT GRANT THORNTON CONSULTING,5,5,0
YOUNG JAMES,4,4,0
ADECCO EMPLOYMENT SERVICES,4,2,2
ATLANTIC BUSINESS INTERIORS,4,4,0
CHAMBRE DE COMMERCE FRANAAISE AU CANADA RACSEAU ATLANTIQUE,4,3,1
CONFERENCE BOARD OF CANADA THE,4,4,0
CORPORATE EXPRESS,4,4,0
COVEY OFFICE GROUP,4,4,0
EPERFORMANCE,4,4,0
EUROMONITOR INTERNATIONAL,4,4,0
FORD MOTOR COMPANY,4,4,0
IVANS AUDIO VISUAL ELECTRONIC,4,4,0
KRISTA NAPIER,4,4,0
MONTEL,4,4,0
OUTREACH PRODUCTIONS,4,4,0
PERFORMANCE MANAGEMENT NETWORK,4,4,0
PGF CONSULTANTS,4,4,0
ROGER CLARK,4,4,0
THE CONFERENCE BOARD OF CANADA,4,4,0
ARSENAULT RON,3,3,0
ABM SYSTEMS,3,3,0
LA SOCIACTAC NATIONALE DE LACADIE,3,1,2
NORTHEN MICROPUBLISHING,3,3,0
BULLETPROOF SOLUTIONS,3,2,1
MADCAP SOFTWARE,3,2,1
SOCIACTAC NATIONALE DE LACADIE,3,1,2
ROGER B CLARK,3,2,1
DONNA CONA,3,3,0
MISHKUMI TECHNOLOGIES,3,3,0
MARTILLAC,3,3,0
ROGERS,3,3,0
STANTEC,3,2,1
IVANS CAMERA 2017,3,3,0
QUANTUM COMMUNICATIONS,3,3,0
JAMES PICKARD,3,3,0
LOOMIS EXPRESS,3,3,0
CFN CONSULTANTS ATLANTIC,3,3,0
PAUL CHIPPERTON,3,3,0
LOOMIS EXPRESS A DIV OF TFI TRANSPORT 22,3,3,0
UNIVERSITE SAINTE ANNE HALIFAX,3,3,0
MARKETACCESS COMMUNICATIONS,3,2,1
MCSWEENEY ASSOCIATES CONSULTING,3,3,0
CLARK ROGER B,3,3,0
DHL EXPRESS CANADA,3,3,0
VIDEO TECH,3,2,1
CONCENTRIC ENERGY ADVISORS,3,3,0
ERGOCENTRIC SEATING SYSTEMS,3,3,0
FERENCE WEICKER COMPANY,3,2,1
POWER ADVISORY,3,3,0
HAISLEY MILLAR CONSULTING GROUP,3,3,0
HUMANSCALE CANADA,3,3,0
NEWFOUND RECRUITING,2,1,1
BLACKBERRY,2,2,0
THE GLOBAL GROUP,2,2,0
NORTHERN MICROPUBLISHING,2,2,0
LEE HECHT HARRISON KNIGHTSBRIDGE,2,2,0
THE RETIREMENT PLANNING INSTITUTE RPI,2,2,0
GRAND TOY,2,2,0
THOMPSON ASSOCIATES STRATEGIC CONSULTANTS TASC,2,2,0
