gen_vendor_normalized,total_entries,total_contracts,total_amendments
OPENTEXT,2,2,0
ALLIANCE FRANCAISE DE MONCTON,2,1,1
WINDSOR CONSTRUCTION DESIGN,2,2,0
LESLIE HARRIS CENTRE OF REGIONAL POLICY AND DEVELOPMENT THE,2,2,0
WKM ENERGY CONSULTANTS,2,2,0
LYRECO CANADA,2,2,0
LYRECO OFFICE PRODUCTS,2,2,0
ALISABETH LACPINE,2,2,0
PORTFOLIO,2,2,0
PORTFOLIO MARKETING,2,2,0
EXCEL HUMAN RESOURCES,2,2,0
AERIC,2,2,0
PRICE MURRAY COMMUNICATIONS,2,2,0
ADVANCED CHIPPEWA TECHNOLOGIES,2,2,0
DYMAXION RESEARCH,2,2,0
PROSCI CANADA,2,2,0
PURESPIRIT SOLUTIONS,2,2,0
HAWORTH,2,2,0
IRON MOUNTAIN CANADA,2,2,0
QUINTET CONSULTING,2,1,1
MAPLESOFT CONSULTING,2,1,1
RA MALATEST ASSOCIATES,2,2,0
ACSP MANAGEMENT,2,1,1
ISTS INTERNATIONAL SIMULTANEOUS INTERPRETATION,2,1,1
MARITIME WINDOW FILM PRODUCTS,2,2,0
MARKET ACCESS INTERNATIONAL CANADA,2,1,1
FAMILY SERVICE MONCTON,2,1,1
SAMSON ASSOCIATES,2,1,1
GARTNER,2,2,0
SDL INTERNATIONAL CANADA,2,2,0
METRIX RESEARCH,2,1,1
HYPERTEC,2,2,0
SOCIETE NATIONALE DE LACADIE,2,2,0
BROAD REACH STRATEGIES,2,2,0
BACKMAN VIDCOM,2,2,0
DROLET DOUVILLE ET ASSOCIACS,2,2,0
MOUNT ALLISON UNIVERSITY,2,1,1
STEVENSON PARTNERS,2,2,0
SUPERTEMP PEAPELL ASSOCIATES,2,1,1
INFORMETRICA,2,2,0
SYMANTEC,2,2,0
SYSTEMSCOPE,2,1,1
KPMG,2,2,0
TAG HR THE ASSOCIATES GROUP,2,1,1
MARY ANN BAYNTON ASSOCIATES CONSULTING,1,1,0
MATSON DRISCOLL DAMICO,1,1,0
ATLANTIC ASSOCIATION OF CBDCS,1,1,0
MICWILL GROUP OF COMPANIES,1,1,0
MINDWELL U TRAINING,1,1,0
MINOLTA BUSINESS EQUIPMENT CANADA,1,1,0
MISTRAL COMMUNICATION,1,1,0
MMK CONSULTING,1,1,0
WILLIAM THOMPSON,1,1,0
N12 CONSULTING,1,1,0
NARRATIVE RESEARCH,1,1,0
NATIONAL SPEAKERS BUREAU GLOBAL SPEAKERS AGENCY,1,1,0
ARGUSON PROJECTS,1,1,0
NORDICITY GROUP,1,1,0
AQUILINI PROPERTIES PARTNERSHIP,1,1,0
ODDI CONSULTING GROUP,1,1,0
AMBIR TECHNOLOGY GROUP,1,1,0
ONESOURCE INFORMATION SERVICES,1,1,0
PARRILL,1,1,0
PATTISON SIGN GROUP,1,1,0
PEDSON CONSULTING SERVICES,1,1,0
XEROX,1,1,0
PHOENIX STRATEGIC PERSPECTIVE,1,1,0
POSTAGE BY PHONE,1,1,0
PRA,1,1,0
PRISMA PRODUCTIONS,1,1,0
PRIVASOFT,1,1,0
ADECCO FREDERICTON,1,1,0
PWGSC VEHICLE ACQUISITIONS,1,1,0
RACSEAU SANTAC EN FRANAAIS DE TERRE NEUVE ET LABRADOR RSFTNL,1,1,0
RAYTHEON,1,1,0
RBI SCHNELL PUBLISHING,1,1,0
REED BUSINESS INFORMATION,1,1,0
RESOURCE ENVIRONMENTAL ASSOCIATES,1,1,0
ACOLE DE LANGUES LA CITAC,1,1,0
RIVERVIEW FORD LINCOLN SALES,1,1,0
RMA THE RISK MANAGMENT ASSOCIATION,1,1,0
X WAVE,1,1,0
ACOLE DE LANGUES DE LESTRIE,1,0,1
SAMSON ASSOCIATES CPA CONSULTING,1,1,0
SATISFACTS RESEARCH GROUP,1,1,0
SCINAPTIC COMMUNICATIONS,1,1,0
SERVICES LINGUISTIQUES DEB,1,1,0
ACCESS SECURITY PRODUCTS,1,1,0
SHIFTCENTRAL,1,1,0
SIRRIS,1,1,0
SLR CONSULTING CANADA,1,1,0
ABM INTEGRATED SOLUTIONS,1,1,0
