source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2010,157,99,58,1538684.17,2855197.82
2011,81,46,35,766105.50,1919821.09
2012,70,46,24,810695.86,1560373.55
2013,92,46,46,754394.33,2689555.77
2014,67,41,26,691918.71,1248137.31
2015,52,22,30,362604.70,1709684.25
2016,78,38,40,634355.53,3524934.29
2017,73,44,29,768560.54,1537479.15
2018,66,38,28,633113.02,1386618.55
2019,96,56,40,977012.24,2797500.36
