owner_acronym,source_year,total_entries,total_contracts,total_amendments
cfia,2011,1,1,0
cnsc,2010,1,1,0
cnsc,2011,1,1,0
dnd,2010,8,8,0
dnd,2011,8,8,0
dnd,2012,1,1,0
gac,2012,1,1,0
hc,2011,2,2,0
ic,2010,2,1,1
ic,2011,1,1,0
ic,2012,1,1,0
ircc,2010,1,1,0
ircc,2011,3,3,0
ircc,2012,4,4,0
ircc,2013,4,4,0
ircc,2014,1,1,0
nrc,2011,1,1,0
pch,2010,1,1,0
pch,2011,1,1,0
phac,2011,2,2,0
pptc,2010,2,2,0
pptc,2011,2,2,0
pptc,2012,3,3,0
pptc,2013,1,1,0
psc,2010,1,1,0
psc,2011,1,1,0
psc,2012,1,1,0
pspc,2010,1,1,0
pspc,2011,2,2,0
rcmp,2010,1,0,1
ssc,2012,29,16,13
ssc,2013,12,10,2
ssc,2014,6,2,4
ssc,2015,1,0,1
vac,2011,1,1,0
vac,2012,2,2,0
