source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2017,143,41,25,77,658524.59,618503.16,12547543.47
2018,142,49,32,61,695055.28,792431.12,11706478.42
2019,177,64,19,94,1069295.38,470833.15,14461355.39
