owner_acronym,sum_effective_value
dnd,156368403.95
pspc,59976423.72
nrc,13277957.61
cfia,6825207.77
ec,3895909.30
gac,2045895.15
rcmp,1405082.69
dfo,853208.23
csa,675468.80
csc,667212.52
pc,514158.76
agr,401845.24
tc,116878.72
nrcan,74858.70
ssc,57705.71
cbsa,41614.84
