owner_acronym,sum_effective_value
pspc,11521971301.84
tbs,123642750.00
rcmp,4563065.86
dfo,916342.32
ic,782326.59
pc,486901.35
ircc,414819.25
ssc,383931.54
just,247973.06
pch,225682.72
ocol,82729.94
hc,77939.11
cnsc,73614.79
csc,54509.36
phac,48920.42
elections,34205.07
ec,31746.56
esdc,22600.00
ppsc,20012.30
oag,18100.00
cbsa,13549.84
nfb,10208.52
wage,7727.15
