owner_acronym,total_entries,total_contracts,total_amendments
dnd,318,310,8
dfo,121,101,20
rcmp,107,104,3
nrcan,89,83,6
ec,79,73,6
inac,36,35,1
pspc,33,31,2
ps,33,33,0
hc,29,27,2
phac,25,23,2
tc,24,24,0
pc,22,17,5
gac,21,21,0
stats,16,16,0
agr,15,13,2
iaac,15,13,2
nrc,14,14,0
pch,13,13,0
esdc,12,12,0
cfia,11,10,1
elections,11,11,0
cnsc,6,6,0
ircc,5,5,0
infra,5,5,0
cer,5,5,0
cbsa,4,4,0
csa,3,3,0
isc,3,3,0
ic,3,3,0
ijc,3,3,0
csc,1,1,0
