owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,2,2,0
agr,2014,1,0,1
agr,2015,3,2,1
agr,2016,3,3,0
agr,2017,1,1,0
agr,2018,2,2,0
agr,2019,3,3,0
cbsa,2016,1,1,0
cbsa,2017,1,1,0
cbsa,2018,1,1,0
cbsa,2019,1,1,0
cer,2016,1,1,0
cer,2017,1,1,0
cer,2018,3,3,0
cfia,2011,1,1,0
cfia,2012,1,1,0
cfia,2013,4,4,0
cfia,2015,1,0,1
cfia,2016,1,1,0
cfia,2017,1,1,0
cfia,2018,1,1,0
cfia,2019,1,1,0
cnsc,2012,1,1,0
cnsc,2013,1,1,0
cnsc,2014,1,1,0
cnsc,2015,1,1,0
cnsc,2016,1,1,0
cnsc,2017,1,1,0
csa,2010,1,1,0
csa,2013,1,1,0
csa,2016,1,1,0
csc,2017,1,1,0
dfo,2010,14,14,0
dfo,2011,15,15,0
dfo,2012,13,11,2
dfo,2013,9,8,1
dfo,2014,8,8,0
dfo,2015,7,6,1
dfo,2016,18,16,2
dfo,2017,15,10,5
dfo,2018,11,7,4
dfo,2019,11,6,5
dnd,2010,32,32,0
dnd,2011,67,67,0
dnd,2012,26,25,1
dnd,2013,24,21,3
dnd,2014,33,31,2
dnd,2015,35,33,2
dnd,2016,21,21,0
dnd,2017,27,27,0
dnd,2018,29,29,0
dnd,2019,24,24,0
ec,2010,11,10,1
ec,2011,9,9,0
ec,2012,16,14,2
ec,2013,13,12,1
ec,2014,11,10,1
ec,2015,7,6,1
ec,2016,4,4,0
ec,2017,3,3,0
ec,2018,1,1,0
ec,2019,4,4,0
elections,2016,2,2,0
elections,2017,4,4,0
elections,2018,2,2,0
elections,2019,3,3,0
esdc,2011,2,2,0
esdc,2013,1,1,0
esdc,2014,1,1,0
esdc,2015,1,1,0
esdc,2016,1,1,0
esdc,2017,1,1,0
esdc,2018,4,4,0
esdc,2019,1,1,0
gac,2012,2,2,0
gac,2013,1,1,0
gac,2014,2,2,0
gac,2015,1,1,0
gac,2016,1,1,0
gac,2017,5,5,0
gac,2018,5,5,0
gac,2019,4,4,0
hc,2010,1,1,0
hc,2011,2,2,0
hc,2012,5,4,1
hc,2013,2,2,0
hc,2014,3,2,1
hc,2015,4,4,0
hc,2016,5,5,0
hc,2017,4,4,0
hc,2018,2,2,0
hc,2019,1,1,0
iaac,2010,1,1,0
iaac,2011,1,1,0
iaac,2012,2,2,0
iaac,2013,2,2,0
iaac,2014,2,1,1
iaac,2016,1,1,0
iaac,2017,1,1,0
iaac,2018,2,2,0
iaac,2019,3,2,1
ic,2011,1,1,0
ic,2014,1,1,0
ic,2017,1,1,0
ijc,2017,1,1,0
ijc,2018,1,1,0
ijc,2019,1,1,0
inac,2013,4,4,0
inac,2014,5,5,0
inac,2015,5,5,0
inac,2016,6,5,1
inac,2017,7,7,0
inac,2018,2,2,0
inac,2019,7,7,0
infra,2010,1,1,0
infra,2011,1,1,0
infra,2012,1,1,0
infra,2013,1,1,0
infra,2019,1,1,0
ircc,2017,2,2,0
ircc,2018,1,1,0
ircc,2019,2,2,0
isc,2018,3,3,0
nrc,2011,1,1,0
nrc,2012,1,1,0
nrc,2013,1,1,0
nrc,2014,1,1,0
nrc,2015,1,1,0
nrc,2016,3,3,0
nrc,2017,2,2,0
nrc,2018,2,2,0
nrc,2019,2,2,0
nrcan,2011,8,8,0
nrcan,2012,8,8,0
nrcan,2013,10,10,0
nrcan,2014,11,11,0
nrcan,2015,12,11,1
nrcan,2016,10,7,3
nrcan,2017,11,10,1
nrcan,2018,9,8,1
nrcan,2019,10,10,0
pc,2010,3,3,0
pc,2011,2,2,0
pc,2013,2,1,1
pc,2014,1,1,0
pc,2015,3,3,0
pc,2016,4,2,2
pc,2017,2,1,1
pc,2018,2,2,0
pc,2019,3,2,1
pch,2010,1,1,0
pch,2011,1,1,0
pch,2012,1,1,0
pch,2013,1,1,0
pch,2014,1,1,0
pch,2015,1,1,0
pch,2016,1,1,0
pch,2017,1,1,0
pch,2018,1,1,0
pch,2019,4,4,0
phac,2010,1,1,0
phac,2011,2,2,0
phac,2012,5,4,1
phac,2013,2,2,0
phac,2014,3,2,1
phac,2015,4,4,0
phac,2016,4,4,0
phac,2017,1,1,0
phac,2018,2,2,0
phac,2019,1,1,0
ps,2010,2,2,0
ps,2011,2,2,0
ps,2012,3,3,0
ps,2013,1,1,0
ps,2014,5,5,0
ps,2015,5,5,0
ps,2016,4,4,0
ps,2017,5,5,0
ps,2018,4,4,0
ps,2019,2,2,0
pspc,2010,4,4,0
pspc,2011,4,4,0
pspc,2012,3,3,0
pspc,2013,4,4,0
pspc,2014,6,4,2
pspc,2015,3,3,0
pspc,2016,2,2,0
pspc,2017,2,2,0
pspc,2018,3,3,0
pspc,2019,2,2,0
rcmp,2010,10,10,0
rcmp,2011,4,4,0
rcmp,2012,8,7,1
rcmp,2013,8,8,0
rcmp,2014,15,15,0
rcmp,2015,10,10,0
rcmp,2016,9,8,1
rcmp,2017,10,10,0
rcmp,2018,17,17,0
rcmp,2019,16,15,1
stats,2010,3,3,0
stats,2012,2,2,0
stats,2013,2,2,0
stats,2014,2,2,0
stats,2015,3,3,0
stats,2016,1,1,0
stats,2017,2,2,0
stats,2019,1,1,0
tc,2011,1,1,0
tc,2013,3,3,0
tc,2014,2,2,0
tc,2015,3,3,0
tc,2016,1,1,0
tc,2017,4,4,0
tc,2018,7,7,0
tc,2019,3,3,0
