owner_acronym,effective_year,sum_yearly_value
esdc,2010,146053154.23
esdc,2011,146053154.23
esdc,2012,146053154.23
esdc,2013,146053154.23
gac,2019,50000.00
ps,2016,12458.25
ps,2017,12458.25
