source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2017,168,73,13,82,1127573.89,321537.22,16090099.12
2018,486,160,39,287,2625834.58,971698.66,83916818.56
2019,514,195,33,286,3123162.80,817829.34,320794526.47
