vendor_normalized,effective_year,sum_yearly_value
CALIAN,2010,1616023.15
CALIAN,2011,14491441.58
CALIAN,2012,14473738.15
CALIAN,2013,6855537.50
CALIAN,2014,10512804.82
CALIAN,2015,22430474.21
CALIAN,2016,987365.96
CALIAN,2017,308923.92
CALIAN,2018,2210560.00
CALIAN,2019,2027500.00
CANADIAN CORPS OF COMMISSIONAIRES,2011,205239.60
CANADIAN CORPS OF COMMISSIONAIRES,2012,211364.62
CANADIAN CORPS OF COMMISSIONAIRES,2013,696875.43
CANADIAN CORPS OF COMMISSIONAIRES,2014,2227093.21
CANADIAN CORPS OF COMMISSIONAIRES,2015,3247148.87
CANADIAN CORPS OF COMMISSIONAIRES,2016,3686527.19
CANADIAN CORPS OF COMMISSIONAIRES,2017,1571846.00
CANADIAN CORPS OF COMMISSIONAIRES,2018,3318037.09
CANADIAN CORPS OF COMMISSIONAIRES,2019,3641469.03
COSSETTE COMMUNICATIONS,2011,1125523.39
COSSETTE COMMUNICATIONS,2012,4658319.79
COSSETTE COMMUNICATIONS,2013,10540563.68
COSSETTE COMMUNICATIONS,2014,11883769.94
COSSETTE COMMUNICATIONS,2015,3550352.90
COSSETTE COMMUNICATIONS,2016,58753.02
COSSETTE COMMUNICATIONS,2017,499960.93
COSSETTE COMMUNICATIONS,2018,125925.05
COSSETTE COMMUNICATIONS,2019,455183.95
EXCEL HUMAN RESOURCES,2011,612745.76
EXCEL HUMAN RESOURCES,2012,2051417.85
EXCEL HUMAN RESOURCES,2013,1703848.26
EXCEL HUMAN RESOURCES,2014,1905330.14
EXCEL HUMAN RESOURCES,2015,2824172.46
EXCEL HUMAN RESOURCES,2016,2824388.13
EXCEL HUMAN RESOURCES,2017,3003667.48
EXCEL HUMAN RESOURCES,2018,4005334.71
EXCEL HUMAN RESOURCES,2019,4106026.48
FSC,2016,5952227.63
FSC,2017,5932500.00
FSC,2018,5932500.00
FSC,2019,5932500.00
KPMG,2011,24973.00
KPMG,2012,769892.20
KPMG,2013,6986663.50
KPMG,2014,7085120.40
KPMG,2015,7094536.13
KPMG,2016,655391.28
KPMG,2017,1074048.07
KPMG,2018,265326.54
KPMG,2019,24973.00
MACDONALD DETTWILER AND ASSOCIATES,2010,295555.44
MACDONALD DETTWILER AND ASSOCIATES,2011,295555.44
MACDONALD DETTWILER AND ASSOCIATES,2012,3915704.86
MACDONALD DETTWILER AND ASSOCIATES,2013,5761831.01
MACDONALD DETTWILER AND ASSOCIATES,2014,1640604.88
MACDONALD DETTWILER AND ASSOCIATES,2015,3522478.36
MACDONALD DETTWILER AND ASSOCIATES,2016,4109602.15
MACDONALD DETTWILER AND ASSOCIATES,2017,4405736.49
MACDONALD DETTWILER AND ASSOCIATES,2018,3275514.15
MACDONALD DETTWILER AND ASSOCIATES,2019,2240301.53
UNAALIK AVIATION 2004,2011,14542500.03
UNAALIK AVIATION 2004,2012,22383.90
UNAALIK AVIATION 2004,2013,9416509.43
UNAALIK AVIATION 2004,2014,2680473.61
UNAALIK AVIATION 2004,2015,7840127.98
UNAALIK AVIATION 2004,2016,1313268.60
UNAALIK AVIATION 2004,2017,197974.31
UNIVERSAL HELICOPTERS,2011,1800055.44
UNIVERSAL HELICOPTERS,2012,3515277.54
UNIVERSAL HELICOPTERS,2013,1675632.00
UNIVERSAL HELICOPTERS,2014,617262.02
UNIVERSAL HELICOPTERS,2015,1027443.80
UNIVERSAL HELICOPTERS,2016,1577428.83
UNIVERSAL HELICOPTERS,2017,6739971.51
UNIVERSAL HELICOPTERS,2018,1376279.86
UNIVERSAL HELICOPTERS,2019,1212814.09
VERITAAQ TECHNOLOGY HOUSE,2010,100041.18
VERITAAQ TECHNOLOGY HOUSE,2011,100041.18
VERITAAQ TECHNOLOGY HOUSE,2012,1451559.79
VERITAAQ TECHNOLOGY HOUSE,2013,1451559.79
VERITAAQ TECHNOLOGY HOUSE,2014,2213234.35
VERITAAQ TECHNOLOGY HOUSE,2015,3038432.68
VERITAAQ TECHNOLOGY HOUSE,2016,3134152.07
VERITAAQ TECHNOLOGY HOUSE,2017,648702.94
VERITAAQ TECHNOLOGY HOUSE,2018,1977809.99
VERITAAQ TECHNOLOGY HOUSE,2019,768791.54
