vendor_normalized,effective_year,sum_yearly_value
ADRM TECHNOLOGY CONSULTING,2010,585331.48
ADRM TECHNOLOGY CONSULTING,2011,612030.61
ADRM TECHNOLOGY CONSULTING,2012,97485.81
ADRM TECHNOLOGY CONSULTING,2013,243744.98
ADRM TECHNOLOGY CONSULTING,2014,373457.68
ADRM TECHNOLOGY CONSULTING,2015,129712.70
ADRM TECHNOLOGY CONSULTING,2016,259425.40
ADRM TECHNOLOGY CONSULTING,2017,2914339.10
ADRM TECHNOLOGY CONSULTING,2018,2771188.89
ADRM TECHNOLOGY CONSULTING,2019,244127.99
CANADIAN CORPS OF COMMISSIONAIRES,2010,2308624.81
CANADIAN CORPS OF COMMISSIONAIRES,2011,2256910.18
CANADIAN CORPS OF COMMISSIONAIRES,2012,991518.38
CANADIAN CORPS OF COMMISSIONAIRES,2013,1542620.43
CANADIAN CORPS OF COMMISSIONAIRES,2014,1244106.99
CANADIAN CORPS OF COMMISSIONAIRES,2015,1715853.38
CANADIAN CORPS OF COMMISSIONAIRES,2016,2115409.28
CANADIAN CORPS OF COMMISSIONAIRES,2017,2823564.60
CANADIAN CORPS OF COMMISSIONAIRES,2018,3358615.38
CANADIAN CORPS OF COMMISSIONAIRES,2019,3662874.37
CISION CANADA,2010,832088.10
CISION CANADA,2011,142791.05
CISION CANADA,2012,1545220.59
CISION CANADA,2013,1413603.63
CISION CANADA,2014,390953.63
CISION CANADA,2017,609950.00
CISION CANADA,2018,844585.73
CISION CANADA,2019,429400.00
CISION CDA,2012,1930354.78
CISION CDA,2013,1930354.78
CISION CDA,2014,1433719.81
CISION CDA,2015,2367947.26
CISION CDA,2016,2088575.24
CISION CDA,2017,1154982.25
CISION CDA,2018,12499.50
MCCARTHY TETRAULT,2017,2660383.30
MCCARTHY TETRAULT,2018,2660383.30
MINDWIRE SYSTEMS,2011,324805.00
MINDWIRE SYSTEMS,2012,98569.90
MINDWIRE SYSTEMS,2013,838053.20
MINDWIRE SYSTEMS,2014,773013.80
MINDWIRE SYSTEMS,2015,1666896.53
MINDWIRE SYSTEMS,2016,1309489.20
MINDWIRE SYSTEMS,2017,3782428.30
MINDWIRE SYSTEMS,2018,4174685.41
MINDWIRE SYSTEMS,2019,338805.19
NAUTSA MAWT TRIBAL COUNCIL,2017,1559981.50
NAUTSA MAWT TRIBAL COUNCIL,2018,5255000.00
NAUTSA MAWT TRIBAL COUNCIL,2019,3955000.00
NISHA TECHONOLOGIES,2010,610734.81
NISHA TECHONOLOGIES,2011,334170.24
NISHA TECHONOLOGIES,2012,83390.56
NISHA TECHONOLOGIES,2013,457356.20
NISHA TECHONOLOGIES,2014,499838.74
NISHA TECHONOLOGIES,2015,296124.02
NISHA TECHONOLOGIES,2016,302917.30
NISHA TECHONOLOGIES,2017,296722.71
NISHA TECHONOLOGIES,2018,943284.81
NISHA TECHONOLOGIES,2019,989981.12
NORTHERN MICRO,2010,27720.00
NORTHERN MICRO,2012,149955.52
NORTHERN MICRO,2014,20648.49
NORTHERN MICRO,2015,126121.29
NORTHERN MICRO,2016,681086.11
NORTHERN MICRO,2017,2723030.36
NORTHERN MICRO,2018,975756.42
NORTHERN MICRO,2019,139678.34
XEROX,2010,312488.29
XEROX,2011,352902.18
XEROX,2012,257015.39
XEROX,2013,1154867.48
XEROX,2014,364169.83
XEROX,2015,280493.78
XEROX,2016,274386.36
XEROX,2017,-233102.04
XEROX,2018,141433.26
XEROX,2019,1115675.51
