owner_acronym,effective_year,sum_yearly_value
dfo,2010,424742.50
dfo,2011,1208363.10
dfo,2013,24000.00
dfo,2014,24000.00
dfo,2015,350000.00
dfo,2016,-98435.02
dnd,2010,859411.23
dnd,2011,4704896.72
dnd,2012,7212321.77
dnd,2013,8256979.91
dnd,2014,4520662.50
dnd,2015,34358132.66
dnd,2016,20120120.80
dnd,2017,20195843.04
dnd,2018,2111492.47
dnd,2019,2488549.60
ec,2013,42750.00
ec,2014,42750.00
gac,2012,76173.30
gac,2013,76173.30
hc,2010,67393.20
ircc,2010,51786.00
ircc,2011,54375.30
ircc,2012,148194.27
phac,2010,67393.20
phac,2011,202179.60
pptc,2010,40134.15
pptc,2011,78326.33
pptc,2012,78326.33
pspc,2011,109998.00
ssc,2014,113904.00
