owner_acronym,effective_year,sum_yearly_value
agr,2014,12387.49
agr,2015,40674.17
cbsa,2014,10129.33
cbsa,2015,29655.73
cbsa,2016,19526.40
cbsa,2017,10237.81
cnsc,2011,11468.71
cnsc,2013,14643.15
cnsc,2014,14643.15
cra,2011,10088.22
cra,2012,82011.32
cra,2013,32366.03
cra,2014,52214.40
cra,2015,37811.15
cra,2016,22854.54
cra,2017,22854.54
csa,2010,54221.87
csa,2011,108356.65
csa,2012,11846.02
csa,2019,8042.22
csc,2014,17806.00
csc,2016,314066.04
csc,2018,87969.68
csc,2019,70318.71
csps,2014,40097.53
csps,2016,13122.48
csps,2017,896.81
dfo,2012,68581.28
dfo,2013,11435.78
dfo,2014,179162.08
dfo,2015,39232.82
dfo,2016,48853.83
dfo,2017,170795.61
dfo,2018,78482.33
dnd,2010,4304648.25
dnd,2011,4371343.88
dnd,2012,205143.02
dnd,2013,239406.36
dnd,2014,310345.93
dnd,2015,259112.14
dnd,2016,357740.32
dnd,2017,108121.93
dnd,2018,211564.73
dnd,2019,142060.11
ec,2010,643935.38
ec,2011,1065907.72
ec,2012,936590.61
ec,2013,83228.16
ec,2014,212873.86
ec,2015,29655.28
ec,2016,25201.65
ec,2017,38257.30
elections,2016,121876.49
elections,2017,158300.57
elections,2018,54929.31
elections,2019,74733.75
esdc,2010,58667718.05
esdc,2011,57300163.09
esdc,2012,32068809.64
esdc,2013,64869648.19
esdc,2014,49863406.18
esdc,2015,50035457.87
esdc,2016,782985.26
esdc,2017,57539771.86
esdc,2018,40986383.32
fin,2011,67786.44
fin,2013,19911.93
fin,2015,31643.96
fin,2016,20880.71
fin,2017,20880.71
fja,2011,56379.03
fja,2012,72686.06
fja,2013,40734.14
fja,2014,92881.38
fja,2015,59473.03
fja,2016,77690.62
fja,2017,93969.13
fja,2018,22891.68
fja,2019,12452.60
gac,2010,48318.38
gac,2011,31637.18
gac,2012,94774.50
gac,2013,70197.00
gac,2014,139175.30
gac,2015,10178.98
gac,2018,32607.58
gac,2019,32607.58
hc,2010,26656.70
hc,2011,175643.29
hc,2012,136690.40
hc,2013,682517.43
hc,2014,1052159.00
hc,2015,674310.73
hc,2016,581210.25
hc,2017,817970.36
hc,2018,297186.17
hc,2019,408640.79
iaac,2018,325.10
ic,2010,5333.50
ic,2011,33450.50
ic,2012,5575.00
ic,2014,128262.00
ic,2015,41587.00
ic,2016,36415.50
ic,2017,57045.46
ic,2018,129821.01
ic,2019,82201.14
inac,2014,10750.56
inac,2015,41605.18
inac,2016,18342.04
inac,2017,18342.04
inac,2018,40003.29
infra,2016,10267.77
infra,2017,10267.77
ircc,2013,58086.45
ircc,2014,326026.35
isc,2017,21416.25
isc,2018,21416.25
isc,2019,132360.57
just,2010,70041.57
just,2011,45103.02
just,2013,10810.29
just,2015,12482.83
just,2017,35318.40
lac,2013,10428.38
lac,2014,35505.84
lac,2015,80221.97
lac,2017,26465.68
lac,2018,14803.76
nrc,2010,40289.00
nrc,2011,40289.00
nrc,2013,158554.00
nrc,2014,242740.00
nrc,2015,78880.00
nrc,2016,236220.24
nrc,2017,236220.24
nrc,2018,74562.83
nrc,2019,1285207.55
nrcan,2012,72506.18
nrcan,2013,147337.30
nrcan,2014,98851.59
nrcan,2015,6941.03
nrcan,2016,19499.29
nrcan,2017,52370.43
nrcan,2018,140254.49
nserc,2019,35684.61
pbc,2013,45399.50
pbc,2014,14211.50
pc,2010,57975.12
pc,2011,21262.50
pc,2013,45473.19
pc,2017,79241.79
pc,2018,49520.46
pch,2010,36145.55
pch,2011,7438.34
pch,2012,8505.00
pch,2013,8505.00
pch,2014,18395.54
pch,2015,18395.54
pco,2014,31351.57
pco,2015,31351.57
pco,2017,18645.00
phac,2011,101386.41
phac,2012,124183.16
phac,2013,802381.37
phac,2014,1275570.16
phac,2015,1058505.36
phac,2016,744532.97
phac,2017,366958.12
phac,2019,24516.06
pmprb,2016,12404.86
pmprb,2017,12404.86
ppsc,2017,24588.10
pptc,2013,83380.95
pptc,2014,83380.95
ps,2016,63277.74
ps,2017,63277.74
psc,2015,10302.00
psc,2017,20362.07
psc,2018,20362.07
pspc,2010,290445.29
pspc,2011,355656.13
pspc,2012,218155.70
pspc,2013,625379.73
pspc,2014,563371.20
pspc,2015,488460.35
pspc,2016,476163.41
pspc,2017,277200.56
pspc,2018,15397.98
ssc,2012,12066.71
ssc,2013,39965.35
ssc,2014,240745.30
ssc,2015,199518.75
ssc,2016,2523486.96
ssc,2017,16061987.75
sshrc,2017,61679.35
sshrc,2018,74045.92
stats,2011,25927.14
stats,2013,33900.00
stats,2014,16080.64
stats,2015,16080.64
tbs,2010,5899.16
tc,2011,374264.64
tc,2012,371020.27
tc,2013,139850.24
tc,2014,167659.19
tc,2015,288570.18
tc,2016,331550.38
tc,2017,158466.80
tc,2018,22791.84
tc,2019,12008.60
tsb,2017,58611.63
vac,2012,32035.51
vac,2013,32035.51
vac,2015,29709.12
