owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2016,1,1,0
agr,2017,2,2,0
agr,2018,1,1,0
atssc,2016,2,2,0
atssc,2017,3,3,0
atssc,2018,4,4,0
atssc,2019,1,1,0
cas,2017,1,1,0
cas,2018,5,5,0
cbsa,2014,3,3,0
cbsa,2015,3,3,0
cbsa,2016,3,3,0
cbsa,2017,2,2,0
cbsa,2018,1,1,0
cbsa,2019,2,2,0
cfia,2012,1,1,0
cgc,2019,2,2,0
cihr,2015,1,1,0
cihr,2016,5,5,0
cihr,2017,1,1,0
cihr,2018,1,1,0
cihr,2019,1,1,0
cnsc,2010,11,11,0
cnsc,2011,3,3,0
cnsc,2016,1,1,0
cnsc,2017,1,1,0
cnsc,2018,1,1,0
cpc,2019,1,1,0
cra,2010,10,5,5
cra,2011,12,5,7
cra,2012,1,1,0
cra,2013,4,4,0
cra,2014,3,3,0
cra,2017,6,6,0
cra,2018,3,3,0
cra,2019,1,0,1
csa,2011,5,5,0
csa,2016,1,1,0
csa,2019,1,1,0
csc,2014,1,1,0
csps,2014,2,2,0
csps,2015,2,2,0
csps,2016,2,2,0
csps,2019,1,1,0
dfo,2010,5,5,0
dfo,2011,5,5,0
dfo,2013,1,1,0
dfo,2014,2,2,0
dfo,2016,5,5,0
dfo,2017,1,1,0
dfo,2018,4,4,0
dfo,2019,2,2,0
dnd,2010,42,41,1
dnd,2011,42,42,0
dnd,2012,54,53,1
dnd,2013,67,67,0
dnd,2014,106,105,1
dnd,2015,31,31,0
dnd,2016,4,4,0
dnd,2017,79,73,6
dnd,2018,83,79,4
dnd,2019,72,67,5
ec,2010,12,12,0
ec,2011,14,14,0
ec,2014,1,1,0
ec,2016,1,1,0
ec,2017,1,1,0
ec,2018,1,1,0
esdc,2010,1,1,0
esdc,2011,1,1,0
esdc,2019,2,2,0
fin,2012,1,1,0
fja,2010,4,4,0
fja,2012,3,3,0
fja,2013,1,1,0
fja,2015,4,4,0
fja,2016,1,1,0
fja,2018,3,3,0
gac,2010,10,10,0
gac,2011,4,4,0
gac,2012,6,4,2
gac,2013,2,2,0
gac,2014,1,1,0
gac,2015,2,2,0
gac,2016,2,2,0
gac,2017,5,5,0
gac,2018,1,1,0
gac,2019,2,2,0
hc,2011,4,4,0
hc,2015,1,1,0
hc,2018,1,1,0
iaac,2011,1,1,0
ic,2010,5,5,0
ic,2011,5,5,0
ic,2012,2,2,0
ic,2013,2,2,0
ic,2014,3,3,0
ic,2015,3,3,0
ic,2016,3,3,0
ic,2017,2,2,0
ic,2018,5,5,0
ic,2019,4,2,2
inac,2017,1,1,0
inac,2019,1,1,0
ircc,2011,2,2,0
ircc,2012,5,3,2
ircc,2014,2,2,0
ircc,2015,1,1,0
ircc,2016,1,1,0
ircc,2017,2,1,1
ircc,2018,3,2,1
ircc,2019,1,1,0
lac,2014,3,3,0
lac,2016,1,1,0
lac,2018,1,1,0
mgerc,2017,2,2,0
mgerc,2019,2,2,0
nrc,2010,9,9,0
nrc,2011,6,6,0
nrc,2017,1,1,0
nrc,2018,1,1,0
nrc,2019,1,1,0
nrcan,2011,10,10,0
nrcan,2012,16,16,0
nrcan,2013,3,3,0
nrcan,2014,15,14,1
nrcan,2015,2,2,0
nrcan,2016,10,10,0
nrcan,2018,3,3,0
nrcan,2019,2,2,0
nserc,2017,1,1,0
nserc,2018,2,2,0
nserc,2019,5,5,0
oag,2016,1,1,0
oag,2017,2,2,0
oag,2018,3,3,0
oag,2019,3,3,0
ocl,2017,3,3,0
ocl,2018,2,2,0
oic,2017,2,2,0
opc,2017,1,1,0
opc,2018,2,2,0
opc,2019,1,1,0
osfi,2016,5,5,0
osfi,2017,1,1,0
osfi,2018,4,3,1
osfi,2019,3,2,1
osgg,2018,1,1,0
osgg,2019,1,1,0
pc,2010,1,1,0
pc,2017,1,1,0
pc,2019,1,1,0
pch,2010,8,7,1
pch,2011,8,8,0
pch,2019,1,1,0
pco,2010,2,2,0
pco,2013,1,1,0
pco,2014,1,1,0
phac,2011,4,4,0
phac,2015,1,1,0
phac,2017,1,1,0
phac,2018,1,1,0
pptc,2011,1,1,0
ps,2010,2,2,0
ps,2011,5,5,0
ps,2012,12,12,0
ps,2013,10,10,0
ps,2014,3,3,0
ps,2015,7,7,0
ps,2016,12,11,1
ps,2017,3,3,0
psc,2010,3,3,0
psc,2011,3,3,0
pspc,2010,8,8,0
pspc,2011,6,6,0
pspc,2012,2,2,0
pspc,2013,1,1,0
pspc,2015,2,2,0
pspc,2016,2,2,0
pspc,2019,1,1,0
rcmp,2010,3,3,0
rcmp,2011,1,1,0
rcmp,2012,2,2,0
rcmp,2013,1,0,1
rcmp,2014,1,1,0
rcmp,2015,2,2,0
rcmp,2016,4,3,1
rcmp,2017,4,3,1
rcmp,2018,6,6,0
rcmp,2019,4,4,0
sirc,2018,1,1,0
ssc,2012,81,47,34
ssc,2013,34,29,5
ssc,2014,31,29,2
ssc,2015,3,3,0
ssc,2016,52,49,3
ssc,2017,76,72,4
ssc,2018,54,51,3
ssc,2019,79,75,4
tbs,2010,4,2,2
tbs,2011,6,6,0
tbs,2012,5,5,0
tbs,2013,1,1,0
tbs,2014,1,1,0
tbs,2016,2,2,0
tbs,2018,1,1,0
tc,2013,4,4,0
tc,2014,6,6,0
tc,2015,1,1,0
tc,2018,1,1,0
wage,2019,1,1,0
