owner_acronym,effective_year,sum_yearly_value
csc,2015,584636.67
csc,2016,780313.27
csc,2017,264223.27
csc,2018,413372.61
csc,2019,595960.63
dnd,2010,3967442.00
dnd,2011,4530656.00
gac,2010,275480.00
hc,2010,82395.33
hc,2011,167163.93
hc,2012,286479.13
hc,2013,325979.59
hc,2014,19215.00
hc,2016,9270.00
hc,2017,28737.00
hc,2018,25433.40
hc,2019,65975.05
phac,2010,89911.19
phac,2011,196329.74
phac,2012,341833.70
phac,2013,402370.96
phac,2014,38430.00
phac,2015,101250.00
phac,2016,40978.05
phac,2017,9270.00
phac,2019,2124642.63
pspc,2010,76529660.23
pspc,2011,162649396.64
pspc,2012,92545995.17
pspc,2013,87987105.77
pspc,2014,123052977.73
pspc,2015,117058176.88
pspc,2016,110046053.13
pspc,2017,110046053.13
pspc,2018,110046053.13
pspc,2019,76957401.17
