source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2018,46,26,3,17,416961.90,75022.47,1281484.31
2019,57,34,3,20,563171.12,73266.17,1762309.35
