owner_acronym,sum_effective_value
ircc,52001997.39
rcmp,17832269.66
dnd,16294538.32
esdc,10913930.27
inac,8051954.77
pspc,8027543.58
elections,2739916.04
stats,2190646.25
cihr,1614873.49
cbsa,1612947.33
cra,1483073.35
nrcan,715905.78
ic,447050.00
agr,445239.72
cnsc,154640.50
dfo,127076.96
cfia,121384.42
ec,120000.00
isc,92071.98
csa,62948.81
tc,57015.05
fin,48721.08
pptc,47954.49
pch,47250.00
pc,25172.00
phac,24569.59
ssc,24307.43
gac,10494.75
