source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2016,2,0,2,0.00,395025.70
2017,3,2,1,36126.10,27873.71
2018,6,3,3,40765.88,261292.61
2019,4,3,1,50538.70,25802.69
