vendor_normalized,effective_year,sum_yearly_value
CARISSE GRAPHIC DESIGN,2017,11582.50
CARISSE GRAPHIC DESIGN,2018,11978.00
CARISSE GRAPHIC DESIGN,2019,13108.00
COPEM CONSULTING,2018,5254.50
COPEM CONSULTING,2019,5254.50
EPERFORMANCE,2018,78309.00
EPERFORMANCE,2019,78309.00
JARRETT ESP SERVICES,2019,6326.57
LOWE MARTIN GROUP,2017,13936.86
LOWE MARTIN GROUP,2018,40962.16
LOWE MARTIN GROUP,2019,27025.31
ONX ENTERPRISE SOLUTIONS,2019,25802.69
QMR,2014,70157.24
QMR,2015,70157.24
QMR,2016,70157.24
QMR,2017,82749.57
QMR,2018,108061.57
QMR,2019,39172.58
RICOH,2018,3655.78
RICOH,2019,3655.78
SIERRA SYSTEMS GROUP,2017,100750.80
SIERRA SYSTEMS GROUP,2018,12271.80
