gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ADVANCE BUSINESS INTERIORS,2019,1,1,0
CARISSE GRAPHIC DESIGN,2017,1,1,0
CARISSE GRAPHIC DESIGN,2018,1,1,0
CARISSE GRAPHIC DESIGN,2019,1,1,0
COPEM CONSULTING,2018,1,1,0
EPERFORMANCE,2018,1,1,0
JARRETT ESP SERVICES,2019,1,1,0
LOWE MARTIN GROUP,2017,1,1,0
LOWE MARTIN GROUP,2018,1,1,0
ONX ENTERPRISE SOLUTIONS,2019,1,1,0
QMR,2016,1,1,0
QMR,2017,2,0,2
QMR,2018,1,1,0
QMR,2019,1,0,1
RICOH,2018,1,1,0
SIERRA SYSTEMS GROUP,2016,2,1,1
SIERRA SYSTEMS GROUP,2017,1,1,0
