vendor_normalized,effective_year,sum_yearly_value
CACHE COMPUTER CONSULTING,2010,272716.67
CACHE COMPUTER CONSULTING,2011,367184.67
CACHE COMPUTER CONSULTING,2012,246282.20
CACHE COMPUTER CONSULTING,2013,1380998.11
CACHE COMPUTER CONSULTING,2014,1075391.49
CACHE COMPUTER CONSULTING,2015,1355066.49
CACHE COMPUTER CONSULTING,2016,1710482.88
CACHE COMPUTER CONSULTING,2017,2533908.33
CACHE COMPUTER CONSULTING,2018,5604520.90
CACHE COMPUTER CONSULTING,2019,3271187.56
CONFLUENCE CONSULTING,2010,1449470.76
CONFLUENCE CONSULTING,2011,2093136.18
CONFLUENCE CONSULTING,2012,2955752.69
CONFLUENCE CONSULTING,2013,2457324.00
CONFLUENCE CONSULTING,2014,964076.01
CONFLUENCE CONSULTING,2015,964076.01
CONFLUENCE CONSULTING,2016,1294078.39
CONFLUENCE CONSULTING,2017,1741626.63
CONFLUENCE CONSULTING,2018,1575220.00
DELOITTE AND TOUCHE,2010,1061218.75
DELOITTE AND TOUCHE,2011,10937859.79
DELOITTE AND TOUCHE,2012,11098988.87
DELOITTE AND TOUCHE,2013,1340388.96
DELOITTE AND TOUCHE,2014,432754.83
DELOITTE AND TOUCHE,2015,37486.50
DELOITTE AND TOUCHE,2016,445756.56
DELOITTE AND TOUCHE,2017,346201.42
DELOITTE AND TOUCHE,2018,547444.42
DELOITTE AND TOUCHE,2019,2621317.73
EXCEL HUMAN RESOURCES,2010,334147.99
EXCEL HUMAN RESOURCES,2011,259018.11
EXCEL HUMAN RESOURCES,2012,245368.43
EXCEL HUMAN RESOURCES,2013,3044027.06
EXCEL HUMAN RESOURCES,2014,3846869.77
EXCEL HUMAN RESOURCES,2015,1883015.35
EXCEL HUMAN RESOURCES,2016,2048454.89
EXCEL HUMAN RESOURCES,2017,2450857.05
EXCEL HUMAN RESOURCES,2018,1797340.53
EXCEL HUMAN RESOURCES,2019,76469.46
GARTNER,2010,458411.85
GARTNER,2011,356314.75
GARTNER,2012,1483299.50
GARTNER,2013,748912.59
GARTNER,2014,1500177.34
GARTNER,2015,2342832.15
GARTNER,2016,4809977.12
GARTNER,2017,2723324.74
GARTNER,2018,2199537.42
GARTNER,2019,2975706.15
GENERAL DYNAMICS,2013,3689000.66
GENERAL DYNAMICS,2014,3559039.10
GENERAL DYNAMICS,2015,2816141.73
GENERAL DYNAMICS,2016,2606062.50
IBM CANADA,2010,491734.39
IBM CANADA,2011,2569239.31
IBM CANADA,2012,3401215.16
IBM CANADA,2013,1160157.09
IBM CANADA,2014,682179.52
IBM CANADA,2015,788135.50
IBM CANADA,2016,7005699.53
IBM CANADA,2017,6436646.67
IBM CANADA,2018,6436646.67
IBM CANADA,2019,6319734.54
SOCIETE GAMMA,2010,2327325.76
SOCIETE GAMMA,2011,3570325.76
SOCIETE GAMMA,2013,3082388.89
SOCIETE GAMMA,2014,3082388.89
SOCIETE GAMMA,2015,1215597.22
SOCIETE GAMMA,2016,1305997.22
SUN LIFE ASSURANCE COMPANY,2010,25317617.26
SUN LIFE ASSURANCE COMPANY,2011,22984283.96
SUN LIFE ASSURANCE COMPANY,2012,22984283.96
SUN LIFE ASSURANCE COMPANY,2013,22984283.96
SUN LIFE ASSURANCE COMPANY,2014,22984283.96
SUN LIFE ASSURANCE COMPANY,2015,26992371.00
SUN LIFE ASSURANCE COMPANY,2016,44848176.12
SUN LIFE ASSURANCE COMPANY,2017,46068706.63
SUN LIFE ASSURANCE COMPANY,2018,48874829.08
SUN LIFE ASSURANCE COMPANY,2019,48874829.08
SYSTEMATIX SOLUTIONS,2010,934893.42
SYSTEMATIX SOLUTIONS,2011,829686.46
SYSTEMATIX SOLUTIONS,2012,1269765.08
SYSTEMATIX SOLUTIONS,2013,948166.02
SYSTEMATIX SOLUTIONS,2014,1618200.94
SYSTEMATIX SOLUTIONS,2015,201140.00
SYSTEMATIX SOLUTIONS,2016,3027401.08
SYSTEMATIX SOLUTIONS,2017,4380848.42
SYSTEMATIX SOLUTIONS,2018,11945888.25
SYSTEMATIX SOLUTIONS,2019,17217230.30
