source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2017,2,0,1,1,0.00,24144.75,88987.50
2018,107,51,24,32,843688.27,594362.45,5618815.32
2019,113,61,16,36,1040273.03,398516.05,2403930.71
