source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2017,2,1,1,24144.75,88987.50
2018,107,75,32,1438050.72,5618815.32
2019,113,75,38,1387674.62,2455045.17
