source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2016,22,14,8,284711.19,505673.62
2017,82,56,26,1102855.38,2279989.77
2018,49,31,18,596664.07,1980551.70
2019,43,19,24,350561.00,1808634.81
