gen_vendor_normalized,total_entries,total_contracts,total_amendments
AVI SPL CANADA,15,15,0
NISHA TECHONOLOGIES,10,10,0
TEKSYSTEMS CANADA,7,4,3
SAMSON ASSOCIATES CPA CONSULTING,6,6,0
INFO TECH RESEARCH GROUP,6,5,1
SOFTCHOICE,6,6,0
RAYMOND CHABOT GRANT THORNTON,5,3,2
LEAN AGILITY,5,5,0
BGIS,4,4,0
MICROSOFT CANADA,4,3,1
CMG OFFICE INTERIORS,4,4,0
NEWFOUND RECRUITING,3,2,1
RICOH,3,3,0
ADGA GROUP,3,1,2
TURTLE ISLAND STAFFING,3,2,1
ALTIS HUMAN RESOURCES,3,2,1
SAMSON ASSOCIES CPA CONSULTATIONS,3,3,0
INSA,3,3,0
PURESPIRIT SOLUTIONS,3,3,0
QMR,3,3,0
SRA STAFFING SOLUTIONS,3,1,2
ASOKAN BUSINESS INTERIORS,3,3,0
MCCABE PROMOTIONAL ADVERTISING,3,3,0
GENESIS INTEGRATION,2,2,0
CONVERSART CONSULTING,2,2,0
PROCOM CONSULTANTS,2,2,0
IAN ROSS,2,2,0
EXCEL HUMAN RESOURCES,2,2,0
SAMSON ASSOCIES CPA CONSULTATION,2,2,0
SAMSON ASSOCIES CPA CONSULTING,2,2,0
CB Z,2,1,1
JEAN FRANCOIS LACHAPPELLE,2,1,1
MICHEL BASTARACHE SOCIETE PROFESSIONNELLE,2,2,0
TEKNION,2,2,0
KMOTIONS GROUPE CONSEIL EN RH,2,1,1
MICHEL ROBICHAUD,2,2,0
BOYDEN OTTAWA,2,1,1
OPENTEXT,2,2,0
EDGAR,2,1,1
LAW OFFICE OF PEARL ELIADIS,1,1,0
LES CONSULTATIONS JULAUX CONSULTANTS,1,1,0
LES SERVICES LINGUISTIQUES VERSACOM,1,1,0
LIONEL ALEVERT,1,1,0
LISE CLOUTIER,1,1,0
LISE DLABELLE,1,1,0
MARKUS G CONSULTING,1,1,0
MARY FRANCOLI PHD,1,1,0
MAXSYS STAFFING CONSULTING,1,1,0
MDOS CONSULTING,1,1,0
MONDO IN,1,1,0
NARRATIVE RESEARCH,1,1,0
NEWS CANADA,1,1,0
NICOLAS M ROULEAU SOCIETE PROFESSIONNELLE,1,1,0
NVISION INSIGHT,1,1,0
OPEN STORAGE SOLUTIONS,1,1,0
PAMELA RISEBOROUGH COMMUNICATIONS CONSULTING,1,1,0
PAR,1,1,0
PARRIAGGROUP,1,1,0
POLYCOM,1,1,0
POSSIBLE IMPOSSIBLE ETC,1,1,0
PRA,1,1,0
QUORUS CONSULTING GROUP,1,1,0
R E GILMORE INVESTMENTS GROUP,1,1,0
SAGE CONSULTING,1,1,0
SERGE GAUDET,1,1,0
STEPHAN MONETTE PES,1,1,0
STEVENSON WRITERS,1,1,0
STJOSEPH COMMUNICATIONS,1,1,0
ST JOSEPH PRINT GROUP ST JOSEPH COMMUNICATIONS,1,1,0
THEMIS MULTIFACTUM,1,1,0
THE TRI GROUP,1,1,0
TOTEM OFFISOURCE,1,1,0
UNIVERSITE DOTTAWA,1,1,0
VURTUR COMMUNICATIONS GROUP,1,1,0
3486753 CANADA KIPOZA,1,1,0
WORKDYNAMICS TECHNOLOGIES,1,1,0
376455 CANADA OPERATING AS SOUND VENTURE PRODUCTIONS,1,1,0
4IMPRINT,1,1,0
ADR EDUCATION,1,1,0
AMANDA MILLS,1,1,0
AUSPICE SAFETY,1,1,0
BLACKBERRY,1,1,0
BMB CONSULTING SERVICES,1,1,0
CANADIAN PARENTS FOR FRENCH,1,1,0
CENTRE DE LANGUES INTERNATIONALES CHARPENTIER CLIC,1,1,0
COPEM,1,1,0
CORASADIE CONSULTING,1,1,0
CORPORATE RESEARCH ASSOCIATES,1,1,0
CRESTRON CANADA C O AVI SPL,1,1,0
CRESTVIEW STRATEGY,1,1,0
CTC TRAINCANADA,1,1,0
DENISE PERRIER COACHING,1,1,0
DIANE LANTEIGNE,1,1,0
EDUCALOI,1,1,0
EN CLAIR SERVICE CONSEIL,1,1,0
ERGOWORKS CANADA,1,1,0
FAWCETT FILE STORAGE SYSTEMS,1,1,0
FORD MOTOR COMPANY,1,1,0
FORMAION MAJ,1,1,0
FRANCOIS MARINIER,1,1,0
FREEMAN AUDIO VISUAL,1,1,0
GARTNER,1,1,0
GOSS GILROY,1,1,0
GROUPE ONSCOPE,1,1,0
GUY PATENAUDE,1,1,0
HUGUES THEORET,1,1,0
INGRIDE ROY,1,1,0
INSTITUT CANADIEN DE RECHERCHE SUR LES MINORITES LINGUISTIQUES,1,1,0
JEDWEB,1,1,0
JMP CONSULTANTS,1,1,0
JPOCOCK RESEARCH CONSULTANT,1,1,0
KAMELEONS CIE SOLUTIONS DESIGN,1,1,0
KORN FERRY,1,1,0
LANDRY MICRO SOLUTIONS,1,1,0
