owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2014,1,1,0
agr,2016,1,1,0
agr,2017,2,2,0
cas,2018,3,3,0
cbsa,2014,1,1,0
cbsa,2017,1,1,0
cbsa,2019,2,1,1
ced,2014,1,1,0
ced,2015,1,1,0
cfia,2014,1,1,0
chrc,2019,1,1,0
cra,2013,1,1,0
cra,2018,1,1,0
cra,2019,2,1,1
csa,2016,1,1,0
csc,2013,1,1,0
csc,2014,1,1,0
csc,2015,1,1,0
csc,2017,2,2,0
csc,2018,1,1,0
csps,2014,1,1,0
csps,2016,2,2,0
csps,2018,2,2,0
dfo,2013,1,1,0
dfo,2014,1,1,0
dfo,2016,2,2,0
dfo,2017,4,4,0
dfo,2018,3,3,0
dfo,2019,3,3,0
dnd,2013,8,8,0
dnd,2014,21,21,0
dnd,2015,10,10,0
dnd,2016,4,4,0
dnd,2017,22,20,2
dnd,2018,18,16,2
dnd,2019,7,5,2
esdc,2014,1,1,0
esdc,2015,1,1,0
esdc,2016,2,2,0
esdc,2017,2,1,1
esdc,2018,1,1,0
ic,2014,1,1,0
ic,2015,1,1,0
ic,2016,1,0,1
ic,2017,2,2,0
inac,2018,1,1,0
inac,2019,1,1,0
ircc,2015,2,2,0
ircc,2016,1,1,0
ircc,2017,1,1,0
ircc,2019,1,1,0
isc,2018,1,1,0
lac,2017,1,1,0
nfb,2017,1,1,0
nrc,2019,1,1,0
nrcan,2013,1,1,0
nrcan,2014,1,1,0
nrcan,2015,1,1,0
nrcan,2016,1,1,0
nrcan,2018,2,2,0
nrcan,2019,1,1,0
pco,2018,2,2,0
pco,2019,1,1,0
phac,2018,1,1,0
ps,2016,1,1,0
ps,2018,2,2,0
pspc,2013,2,2,0
pspc,2014,2,1,1
pspc,2015,3,2,1
pspc,2016,5,4,1
pspc,2017,5,4,1
pspc,2018,5,1,4
pspc,2019,2,0,2
rcmp,2013,1,1,0
rcmp,2014,3,2,1
rcmp,2015,1,1,0
rcmp,2016,1,1,0
rcmp,2017,3,3,0
rcmp,2018,2,1,1
rcmp,2019,3,1,2
ssc,2013,28,27,1
ssc,2014,16,11,5
ssc,2015,8,6,2
ssc,2016,29,21,8
ssc,2017,35,24,11
ssc,2018,34,25,9
ssc,2019,30,19,11
stats,2013,2,2,0
stats,2014,6,6,0
stats,2015,3,3,0
stats,2016,2,2,0
stats,2017,2,2,0
stats,2019,1,1,0
tbs,2017,2,1,1
tc,2016,1,1,0
vac,2014,1,1,0
