owner_acronym,total_entries,total_contracts,total_amendments
ssc,180,133,47
dnd,90,84,6
pspc,24,14,10
stats,16,16,0
rcmp,14,10,4
dfo,14,14,0
esdc,7,6,1
nrcan,7,7,0
csc,6,6,0
csps,5,5,0
ircc,5,5,0
ic,5,4,1
agr,4,4,0
cbsa,4,3,1
cra,4,3,1
pco,3,3,0
cas,3,3,0
ps,3,3,0
inac,2,2,0
ced,2,2,0
tbs,2,1,1
nfb,1,1,0
phac,1,1,0
lac,1,1,0
chrc,1,1,0
cfia,1,1,0
tc,1,1,0
isc,1,1,0
vac,1,1,0
nrc,1,1,0
csa,1,1,0
