owner_acronym,sum_effective_value
dnd,1249314957.29
gac,6573377.10
vac,1203114.46
esdc,1178949.38
cra,591190.71
acoa,417159.65
cbsa,289583.66
ircc,255171.20
ssc,209882.22
cnsc,192166.66
ic,178243.00
ps,82866.67
pc,73812.09
tc,73280.26
dfo,71335.15
nrcan,64990.82
stats,45527.70
tbs,42375.00
lac,14946.75
phac,14351.51
vrab,14147.00
ec,7700.00
