gen_vendor_normalized,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,14,14,0
EXCEL HUMAN RESOURCES,10,9,1
CBCI TELECOM,6,6,0
CBCI TELECOMCOM,5,5,0
QMR,5,5,0
GRAND AND TOY,4,4,0
CORCAN,4,4,0
SOFTCHOICE,3,3,0
BELL CANADA,3,3,0
CARON TRAINING CENTRE,2,2,0
SERVICES LINGUISTIQUES VERSACOM,2,1,1
LLAMA COMMUNICATIONS,2,2,0
ABCE LANGUAGE SCHOOL,2,2,0
FOREST COMMUNICATIONS,2,2,0
TOTEM,2,2,0
TRADUCTIONS HOULE,2,1,1
BERLITZ,2,1,1
HYPERTEC,2,2,0
BGIS,2,2,0
UNIVERSITY OF WESTERN ONTARIO,2,2,0
MICROSOFT CANADA,2,2,0
ZYCOM,2,2,0
BLACKBERRY,2,2,0
CONVERSART CONSULTING,2,2,0
NEWFOUND RECRUITING,2,1,1
ADVANCED CHIPPEWA TECHNOLOGIES,2,2,0
BRECKENHILL,2,1,1
KNOWLEDGE CIRCLE LEARNING SERVICES,2,2,0
PURESPIRIT SOLUTIONS,2,2,0
DONNA CONA,2,1,1
KNOWBE4,1,1,0
LARRASS TRANSLATIONS,1,1,0
LES TRADUCTIONS ST FRANCOIS,1,1,0
LEXPRESSIVE,1,1,0
LIONBRIDGE,1,1,0
LNW CONSULTANTS,1,1,0
MAPLESOFT CONSULTING,1,1,0
MARIE PAULE KASSIS,1,1,0
MARRIOTT DOWNTOWN AT CF TORONTO EATON CENTRE,1,1,0
MAXSYS STAFFING CONSULTING,1,1,0
MEDIA ACTION,1,1,0
MEDIA Q,1,1,0
MISHKUMI TECHNOLOGIES,1,1,0
N12 CONSULTING,1,1,0
OPENCONCEPT CONSULTING,1,1,0
PATON ASSOCIATES MANAGEMENT CONSULTING,1,1,0
PAUKTUUTIT INUIT WOMEN OF CANADA,1,1,0
POMP CIRCUMSTANCE,1,1,0
PRIORITY MANAGEMENT,1,1,0
ROTMAN SCHOOL OF EVENTS,1,1,0
SDL INTERNATIONAL CANADA,1,1,0
SEX INFORMATION AND EDUCATION COUNCIL OF CANADA,1,1,0
SIMON FRASER UNIVERSITY,1,1,0
SOPHIA KOUKOUI,1,1,0
ST PAULS FOUNDATION OF VANCOUVER,1,1,0
SYSTEMSCOPE,1,1,0
TARGET MARKETING COMMUNICATIONS,1,1,0
THE UNIVERSITY OF WESTERN ONTARIO,1,1,0
UBIQUS OTTAWA,1,1,0
UNIVERSITE DU QUEBEC A MONTREAL,1,1,0
UNIVERSITY OF TORONTO ROTMAN SCHOOL OF MANAGEMENT,1,1,0
STORMWIND,1,1,0
ACTION PERSONNEL OF OTTAWA HULL,1,1,0
ADVANCED BUSINESS INTERIORS,1,1,0
ALBERTA COUNCIL OF WOMENS SHELTERS,1,1,0
ALLWEST COMMERCIAL,1,1,0
ANTHONY MACAULEY ASSOCIATES,1,1,0
ANTHONY MACAULEY ASSOCIATES CONSULTANTS,1,1,0
ARTEMP PERSONNEL SERVICES,1,1,0
BARBARA PERSONNEL,1,1,0
BEACON CONSULTING,1,1,0
BMC SOFTWARE CANADA NUMARA DIVISION,1,1,0
BRAND LIVE MANAGEMENT GROUP,1,1,0
CIANN L WILSON,1,1,0
CLA PERSONNEL,1,1,0
COMMUNITY BASED RESEARCH CENTRE,1,1,0
COMPUPHILE,1,1,0
COPEM CONSULTING,1,1,0
DELTA HOTELS BY MARRIOTT MONTREAL,1,1,0
DILLON BLACK MICHELLE BLACKBURN,1,1,0
EGALE CANADA HUMAN RIGHTS TRUST,1,1,0
EKOS RESEARCH ASSOCIATES,1,1,0
GARTNER,1,1,0
HILTON GARDEN INN HOMEWOOD SUITES OTTAWA DOWNTOWN,1,1,0
HOWARD DUNCAN,1,1,0
INSTITUTE ON GOVERNANCE,1,1,0
ITEX,1,1,0
JA CREATIVE SERVICES,1,1,0
JANIQUE SIMARD OUELLETTE,1,1,0
KARTINI INTERNATIONAL,1,1,0
KASSIS MARIE PAULE,1,1,0
