source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2018,40,11,13,16,174848.68,321380.46,1359546.40
2019,110,39,19,52,613473.36,470843.10,5426288.26
