owner_acronym,total_entries,total_contracts,total_amendments
ircc,613,305,308
rcmp,304,102,202
ic,179,77,102
esdc,89,28,61
nrc,73,23,50
dfo,69,35,34
gac,68,33,35
pspc,52,35,17
ssc,49,16,33
tc,42,22,20
dnd,42,30,12
cbsa,31,20,11
pco,23,13,10
cfia,20,9,11
cnsc,19,13,6
pc,14,4,10
ec,12,8,4
hc,8,8,0
cihr,7,5,2
phac,7,7,0
pptc,6,6,0
nrcan,4,3,1
csc,3,3,0
psc,3,2,1
elections,3,3,0
crtc,3,2,1
vac,2,2,0
just,2,2,0
nserc,2,2,0
tbs,2,2,0
pch,1,1,0
oag,1,1,0
stats,1,1,0
atssc,1,1,0
cta,1,1,0
ppsc,1,1,0
