owner_acronym,effective_year,sum_yearly_value
ircc,2012,17000000.00
ircc,2013,17000000.00
ircc,2014,17000000.00
ircc,2015,17000000.00
ircc,2016,17000000.00
ircc,2017,12402003.50
ircc,2018,9590272.17
ircc,2019,90215977.92
pspc,2010,16027.38
pspc,2011,16027.38
pspc,2012,16027.38
pspc,2013,3710.77
