owner_acronym,sum_effective_value
ssc,129810485.17
cbsa,15658206.83
tc,13711717.89
nrc,13509658.86
nrcan,10250379.02
tbs,2912867.28
ic,2798507.91
gac,2230355.88
ec,1933757.46
cfia,1282976.88
cnsc,1073877.43
just,884955.75
agr,850560.42
dfo,761986.19
stats,685404.51
ocol,642265.32
lac,630218.04
irb,627658.50
cra,493204.75
elections,394988.55
ircc,271200.00
inac,233652.20
pco,176111.00
infra,107508.20
esdc,105822.99
pspc,83996.64
atssc,63732.00
pch,49064.60
