owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,5,2,3
agr,2014,7,6,1
agr,2015,4,4,0
agr,2016,4,3,1
cbsa,2014,1,1,0
cbsa,2017,1,1,0
cbsa,2018,3,2,1
ced,2011,1,1,0
cer,2016,1,1,0
cfia,2011,3,3,0
cra,2010,90,87,3
cra,2011,160,152,8
cra,2015,1,1,0
cra,2016,2,2,0
cra,2017,1,0,1
cra,2018,1,0,1
crtc,2017,1,1,0
crtc,2019,1,1,0
csa,2010,2,2,0
csa,2011,2,2,0
csa,2013,1,1,0
csa,2015,1,1,0
dfo,2010,15,10,5
dfo,2011,13,6,7
dfo,2012,3,2,1
dnd,2010,74,70,4
dnd,2011,76,68,8
dnd,2012,39,30,9
dnd,2013,14,12,2
dnd,2014,1,0,1
dnd,2015,4,3,1
dnd,2016,4,4,0
dnd,2017,5,5,0
dnd,2018,3,2,1
dnd,2019,3,2,1
ec,2010,5,3,2
ec,2011,7,5,2
ec,2012,5,2,3
ec,2013,2,0,2
ec,2014,1,1,0
elections,2017,1,1,0
elections,2018,1,1,0
elections,2019,2,0,2
esdc,2010,4,4,0
esdc,2011,1,1,0
esdc,2015,2,2,0
fcac,2010,3,3,0
fcac,2011,3,3,0
fin,2011,1,1,0
fin,2012,1,1,0
fintrac,2010,1,1,0
gac,2010,2,2,0
gac,2011,5,5,0
gac,2012,2,2,0
gac,2013,1,1,0
gac,2015,1,1,0
gac,2018,2,2,0
hc,2011,3,3,0
hc,2016,1,1,0
ic,2010,5,5,0
ic,2011,7,6,1
ic,2012,2,2,0
ic,2013,1,0,1
ic,2014,2,2,0
ic,2015,1,0,1
ic,2016,1,0,1
ic,2017,1,1,0
ic,2018,1,0,1
ijc,2017,1,1,0
ijc,2018,1,1,0
ijc,2019,1,1,0
inac,2015,1,1,0
inac,2017,1,1,0
ircc,2010,13,13,0
ircc,2011,8,5,3
ircc,2012,6,4,2
ircc,2013,2,1,1
just,2011,3,1,2
nrc,2010,7,7,0
nrc,2011,3,3,0
nrc,2018,3,3,0
nrc,2019,2,2,0
nrcan,2011,2,2,0
nrcan,2015,1,1,0
nrcan,2016,1,1,0
nrcan,2018,1,1,0
nrcan,2019,1,1,0
osfi,2019,1,1,0
osgg,2016,1,1,0
osgg,2017,1,0,1
osgg,2018,1,1,0
osgg,2019,1,0,1
pch,2015,1,1,0
pch,2017,2,2,0
pch,2018,1,1,0
phac,2011,3,3,0
phac,2016,1,1,0
ppsc,2013,1,1,0
ppsc,2016,1,0,1
pptc,2010,4,3,1
pptc,2011,5,3,2
pptc,2013,1,1,0
ps,2010,1,1,0
ps,2011,1,1,0
ps,2015,1,1,0
ps,2016,1,1,0
ps,2017,1,1,0
psc,2010,1,1,0
pspc,2010,16,16,0
pspc,2011,12,7,5
pspc,2012,5,1,4
pspc,2013,4,0,4
pspc,2014,2,0,2
pspc,2015,2,0,2
pspc,2016,2,1,1
pspc,2018,1,1,0
pspc,2019,3,2,1
rcmp,2010,5,4,1
rcmp,2011,15,11,4
rcmp,2012,5,2,3
rcmp,2013,1,1,0
rcmp,2014,2,2,0
rcmp,2015,3,2,1
rcmp,2016,1,1,0
rcmp,2017,2,2,0
rcmp,2018,1,1,0
rcmp,2019,1,1,0
ssc,2011,1,1,0
ssc,2012,76,40,36
ssc,2013,64,50,14
ssc,2014,9,2,7
ssc,2015,2,0,2
ssc,2016,8,4,4
ssc,2017,12,9,3
ssc,2018,8,5,3
ssc,2019,5,4,1
stats,2010,5,5,0
stats,2011,4,4,0
stats,2012,2,2,0
stats,2015,1,1,0
tbs,2011,2,2,0
tc,2011,5,5,0
tc,2012,1,1,0
tc,2016,1,1,0
vac,2011,3,3,0
