owner_acronym,total_entries,total_contracts,total_amendments
cra,134,75,59
pspc,54,36,18
lac,50,19,31
dnd,40,30,10
gac,32,21,11
esdc,31,20,11
hc,28,16,12
phac,25,16,9
inac,24,18,6
dfo,22,12,10
ec,22,18,4
agr,19,13,6
ircc,16,11,5
infra,14,6,8
just,13,6,7
rcmp,8,3,5
tc,8,4,4
cta,7,5,2
ic,6,4,2
nrcan,5,4,1
csa,5,2,3
ssc,5,4,1
pch,4,4,0
elections,4,4,0
cnsc,3,2,1
tbs,3,2,1
psc,2,1,1
cfia,2,2,0
ps,2,2,0
cbsa,1,1,0
csc,1,1,0
pc,1,1,0
nrc,1,1,0
