owner_acronym,effective_year,sum_yearly_value
agr,2013,126955.50
agr,2014,671821.40
agr,2015,511325.00
agr,2016,145092.00
agr,2017,631685.54
cbsa,2017,406393.20
cbsa,2018,406393.20
cbsa,2019,406393.20
cfia,2017,25877.57
cfia,2018,25877.57
cnsc,2011,147295.50
cra,2010,58158.74
cra,2011,1624631.83
cra,2012,2662246.43
cra,2013,1749025.66
cra,2014,2782222.65
cra,2015,3423220.51
cra,2016,4398498.26
cra,2017,2413336.36
cra,2018,1244912.54
csa,2011,13020.00
csa,2012,13020.00
csa,2013,13020.00
csa,2014,13020.00
csa,2015,13020.00
csa,2016,37695.00
csa,2017,35367.50
csa,2018,35367.50
csa,2019,35367.50
csc,2019,19914.56
cta,2018,29373.75
cta,2019,296201.32
dfo,2010,132550.00
dfo,2011,16170.00
dfo,2012,248694.82
dfo,2013,48951.00
dfo,2014,24546.00
dfo,2015,11046.00
dfo,2016,338920.90
dfo,2017,272267.57
dfo,2018,40091.67
dfo,2019,81536.28
dnd,2010,111742.50
dnd,2011,169363.90
dnd,2012,-7230775.20
dnd,2013,7461077.80
dnd,2014,2606910.00
dnd,2015,1906324.00
dnd,2016,794676.90
dnd,2017,2273937.41
dnd,2018,12054878.16
dnd,2019,6428521.37
ec,2010,114750.00
ec,2011,110325.00
ec,2012,119750.00
ec,2013,219582.67
ec,2014,169976.67
ec,2015,186074.60
ec,2016,161114.60
elections,2017,677235.78
elections,2018,936925.98
elections,2019,789859.09
esdc,2012,1115450.00
esdc,2013,1576197.69
esdc,2014,1384572.69
esdc,2015,721529.94
esdc,2016,2103768.39
esdc,2017,1204487.73
esdc,2018,301865.38
esdc,2019,839714.57
fin,2010,8662.50
gac,2010,667299.90
gac,2011,894485.35
gac,2012,671299.10
gac,2013,869930.50
gac,2014,869930.50
gac,2016,128820.00
gac,2017,280587.00
gac,2018,309049.35
gac,2019,602645.48
hc,2010,50850.00
hc,2011,1482128.11
hc,2012,1018042.99
hc,2013,3862258.64
hc,2015,1805950.37
hc,2016,2203681.55
hc,2017,1465382.49
ic,2010,358388.50
ic,2011,343740.50
ic,2013,72969.00
inac,2013,492712.50
inac,2014,3104702.67
inac,2015,1823580.10
inac,2016,2490246.77
inac,2017,1660282.74
inac,2018,666666.67
infra,2010,132500.00
infra,2011,6026865.34
infra,2012,3776536.25
infra,2013,3573037.93
infra,2014,258640.05
infra,2015,76588.58
infra,2016,198914.78
infra,2017,181069.79
ircc,2010,917095.23
ircc,2011,198997.87
ircc,2012,286396.02
ircc,2013,104520.12
ircc,2014,219165.97
ircc,2015,84469.97
ircc,2016,17121.97
just,2010,94122.00
just,2011,219672.00
just,2012,645535.10
just,2013,509370.10
just,2014,239028.90
lac,2013,492369.72
lac,2014,226867.56
lac,2015,177852.50
lac,2016,148837.50
lac,2017,212720.72
lac,2018,252056.35
lac,2019,372872.59
nrc,2010,54808.00
nrc,2012,49946.00
nrcan,2011,65257.50
nrcan,2012,65257.50
nrcan,2013,1549374.17
nrcan,2014,7322815.21
nrcan,2015,1549374.17
pc,2010,992775.00
pc,2011,604800.00
pc,2012,604800.00
pch,2010,385455.00
phac,2010,50850.00
phac,2011,1577920.24
phac,2012,3306055.69
phac,2013,2286919.99
phac,2014,650066.40
phac,2015,1977965.56
phac,2016,1544152.91
phac,2017,1544152.91
ps,2011,166675.00
ps,2012,166675.00
psc,2011,24408.00
psc,2012,-12937.00
pspc,2010,2404337.73
pspc,2011,2745907.60
pspc,2012,5174286.59
pspc,2013,7764932.50
pspc,2014,7319407.00
pspc,2015,3755419.40
pspc,2016,152550.00
pspc,2019,1342501.67
rcmp,2010,100170.00
rcmp,2013,702408.00
ssc,2012,433763.70
ssc,2013,86343.30
ssc,2014,86343.30
ssc,2016,20340.00
ssc,2017,20340.00
tbs,2012,195301.67
tbs,2013,479214.17
tbs,2014,479214.17
tc,2010,213315.75
tc,2011,474656.50
tc,2012,648417.83
tc,2013,60609.25
tc,2016,196879.90
tc,2017,129526.23
tc,2018,129526.23
