source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2013,922,392,106,424,6361976.35,2625478.40,75679399.24
2014,1281,473,113,695,7858908.88,2807615.44,320398675.78
2015,778,325,91,362,5335408.34,2252221.71,119312631.80
2016,774,297,89,388,4780640.99,2196309.10,93958685.56
2017,836,327,86,423,5328611.47,2135902.67,68953046.46
2018,385,144,37,204,2319187.95,919429.95,32905169.40
2019,523,161,50,312,2591087.75,1243323.42,42126540.98
