vendor_normalized,effective_year,sum_yearly_value
ADGA GROUP,2013,1653958.40
ADGA GROUP,2014,4691574.21
ADGA GROUP,2015,3782538.83
ADGA GROUP,2016,3220728.59
ADGA GROUP,2017,2782078.40
ADGA GROUP,2018,2798353.40
ADGA GROUP,2019,2793859.83
ADRM TECHNOLOGY CONSULTING,2014,1397659.71
ADRM TECHNOLOGY CONSULTING,2015,1341438.21
ADRM TECHNOLOGY CONSULTING,2016,2869861.13
ADRM TECHNOLOGY CONSULTING,2017,1489950.04
ADRM TECHNOLOGY CONSULTING,2018,1489950.04
ADRM TECHNOLOGY CONSULTING,2019,1489950.04
DALIAN ENTERPRISES,2013,41669.29
DALIAN ENTERPRISES,2014,2468521.53
DALIAN ENTERPRISES,2015,2984480.99
DALIAN ENTERPRISES,2016,2872013.78
DALIAN ENTERPRISES,2017,148312.50
DELOITTE AND TOUCHE,2013,341245.93
DELOITTE AND TOUCHE,2014,3678715.35
DELOITTE AND TOUCHE,2015,1691179.73
DELOITTE AND TOUCHE,2016,1238127.11
DELOITTE AND TOUCHE,2017,1268069.07
DELOITTE AND TOUCHE,2018,1301879.07
DELOITTE AND TOUCHE,2019,263760.00
DONNA CONA,2012,3851417.63
DONNA CONA,2013,12456121.98
DONNA CONA,2014,18716722.20
DONNA CONA,2015,16159163.43
DONNA CONA,2016,15169675.15
DONNA CONA,2017,15121831.16
DONNA CONA,2018,5866035.53
DONNA CONA,2019,5391324.16
NORTHERN MICRO,2013,162466.40
NORTHERN MICRO,2014,4188416.01
NORTHERN MICRO,2015,834645.80
NORTHERN MICRO,2016,413039.21
NORTHERN MICRO,2017,488037.54
NORTHERN MICRO,2018,538221.34
NORTHERN MICRO,2019,2519563.88
ORACLE CANADA,2013,771284.71
ORACLE CANADA,2014,1122592.21
ORACLE CANADA,2015,190078.64
ORACLE CANADA,2016,159536.83
ORACLE CANADA,2017,2119902.43
ORACLE CANADA,2018,2474731.47
ORACLE CANADA,2019,1930262.71
RAYMOND CHABOT GRANT THORNTON,2015,1465596.84
RAYMOND CHABOT GRANT THORNTON,2016,1465596.84
RAYMOND CHABOT GRANT THORNTON,2017,1465596.84
RAYMOND CHABOT GRANT THORNTON,2018,1465596.84
RAYMOND CHABOT GRANT THORNTON,2019,1530306.08
SI SYSTEMS,2013,46007.25
SI SYSTEMS,2014,237327.95
SI SYSTEMS,2015,191320.70
SI SYSTEMS,2016,4301838.05
SI SYSTEMS,2017,4533804.45
SI SYSTEMS,2018,4533804.45
SI SYSTEMS,2019,4613281.89
TPG TECHNOLOGY CONSULTANTS,2013,1355561.56
TPG TECHNOLOGY CONSULTANTS,2014,6082268.51
TPG TECHNOLOGY CONSULTANTS,2015,4783033.20
TPG TECHNOLOGY CONSULTANTS,2016,861162.75
TPG TECHNOLOGY CONSULTANTS,2017,776081.25
