owner_acronym,sum_effective_value
dnd,59816333.42
pspc,26341670.99
esdc,10366817.97
csc,4511919.96
ec,2877843.38
dfo,1407783.89
ssc,1407203.13
nrc,1404060.86
agr,1280272.36
cta,1065624.50
hc,882530.00
tbs,567825.00
nrcan,546483.54
vac,516693.83
ic,492672.00
ppsc,340502.90
gac,306105.70
tc,215389.30
csa,117723.60
rcmp,113977.50
oci,113022.60
elections,84494.10
pc,69615.00
cas,52395.25
cfia,45397.14
phac,25757.63
cer,24948.00
oic,24459.78
