gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,2010,13,10,3
ALTIS HUMAN RESOURCES,2011,15,9,6
ALTIS HUMAN RESOURCES,2012,8,7,1
ALTIS HUMAN RESOURCES,2013,12,8,4
ALTIS HUMAN RESOURCES,2014,21,15,6
ALTIS HUMAN RESOURCES,2015,16,12,4
ALTIS HUMAN RESOURCES,2016,14,10,4
ALTIS HUMAN RESOURCES,2017,9,7,2
ALTIS HUMAN RESOURCES,2018,14,8,6
ALTIS HUMAN RESOURCES,2019,3,1,2
COFOMO,2010,2,1,1
COFOMO,2011,4,3,1
COFOMO,2012,3,0,3
COFOMO,2013,8,5,3
COFOMO,2014,19,6,13
COFOMO,2015,22,10,12
COFOMO,2016,44,18,26
COFOMO,2017,29,10,19
COFOMO,2018,33,9,24
COFOMO,2019,13,3,10
CORADIX TECHNOLOGY CONSULTING,2010,11,5,6
CORADIX TECHNOLOGY CONSULTING,2011,10,4,6
CORADIX TECHNOLOGY CONSULTING,2012,10,7,3
CORADIX TECHNOLOGY CONSULTING,2013,10,4,6
CORADIX TECHNOLOGY CONSULTING,2014,12,4,8
CORADIX TECHNOLOGY CONSULTING,2015,16,9,7
CORADIX TECHNOLOGY CONSULTING,2016,15,4,11
CORADIX TECHNOLOGY CONSULTING,2017,17,7,10
CORADIX TECHNOLOGY CONSULTING,2018,12,4,8
CORADIX TECHNOLOGY CONSULTING,2019,10,3,7
EXCEL HUMAN RESOURCES,2010,32,25,7
EXCEL HUMAN RESOURCES,2011,35,24,11
EXCEL HUMAN RESOURCES,2012,34,20,14
EXCEL HUMAN RESOURCES,2013,53,32,21
EXCEL HUMAN RESOURCES,2014,41,25,16
EXCEL HUMAN RESOURCES,2015,52,30,22
EXCEL HUMAN RESOURCES,2016,41,23,18
EXCEL HUMAN RESOURCES,2017,58,34,24
EXCEL HUMAN RESOURCES,2018,49,20,29
EXCEL HUMAN RESOURCES,2019,22,9,13
GRAYBRIDGE INTERNATIONAL CONSULTING,2012,1,1,0
GRAYBRIDGE INTERNATIONAL CONSULTING,2013,18,17,1
GRAYBRIDGE INTERNATIONAL CONSULTING,2014,17,16,1
GRAYBRIDGE INTERNATIONAL CONSULTING,2015,18,16,2
GRAYBRIDGE INTERNATIONAL CONSULTING,2016,12,11,1
GRAYBRIDGE INTERNATIONAL CONSULTING,2017,18,17,1
GRAYBRIDGE INTERNATIONAL CONSULTING,2018,23,20,3
GRAYBRIDGE INTERNATIONAL CONSULTING,2019,6,6,0
KNOWLEDGE CIRCLE LEARNING SERVICES,2010,2,2,0
KNOWLEDGE CIRCLE LEARNING SERVICES,2011,7,7,0
KNOWLEDGE CIRCLE LEARNING SERVICES,2012,17,14,3
KNOWLEDGE CIRCLE LEARNING SERVICES,2013,10,7,3
KNOWLEDGE CIRCLE LEARNING SERVICES,2014,17,12,5
KNOWLEDGE CIRCLE LEARNING SERVICES,2015,14,11,3
KNOWLEDGE CIRCLE LEARNING SERVICES,2016,13,12,1
KNOWLEDGE CIRCLE LEARNING SERVICES,2017,18,17,1
KNOWLEDGE CIRCLE LEARNING SERVICES,2018,17,16,1
KNOWLEDGE CIRCLE LEARNING SERVICES,2019,5,4,1
MINDWIRE SYSTEMS,2010,15,12,3
MINDWIRE SYSTEMS,2011,9,2,7
MINDWIRE SYSTEMS,2012,16,7,9
MINDWIRE SYSTEMS,2013,16,10,6
MINDWIRE SYSTEMS,2014,23,8,15
MINDWIRE SYSTEMS,2015,15,2,13
MINDWIRE SYSTEMS,2016,26,11,15
MINDWIRE SYSTEMS,2017,19,5,14
MINDWIRE SYSTEMS,2018,23,10,13
MINDWIRE SYSTEMS,2019,17,10,7
MODIS CANADA,2010,9,9,0
MODIS CANADA,2011,10,5,5
MODIS CANADA,2012,17,9,8
MODIS CANADA,2013,22,8,14
MODIS CANADA,2014,12,3,9
MODIS CANADA,2015,14,4,10
MODIS CANADA,2016,18,7,11
MODIS CANADA,2017,19,11,8
MODIS CANADA,2018,17,3,14
MODIS CANADA,2019,13,6,7
NORTHERN MICRO,2010,3,3,0
NORTHERN MICRO,2011,9,8,1
NORTHERN MICRO,2012,12,12,0
NORTHERN MICRO,2013,6,6,0
NORTHERN MICRO,2014,14,14,0
NORTHERN MICRO,2015,15,15,0
NORTHERN MICRO,2016,12,12,0
NORTHERN MICRO,2017,23,23,0
NORTHERN MICRO,2018,23,21,2
NORTHERN MICRO,2019,8,8,0
VERITAAQ TECHNOLOGY HOUSE,2010,4,3,1
VERITAAQ TECHNOLOGY HOUSE,2011,4,2,2
VERITAAQ TECHNOLOGY HOUSE,2012,5,2,3
VERITAAQ TECHNOLOGY HOUSE,2013,9,2,7
VERITAAQ TECHNOLOGY HOUSE,2014,8,5,3
VERITAAQ TECHNOLOGY HOUSE,2015,11,7,4
VERITAAQ TECHNOLOGY HOUSE,2016,16,9,7
VERITAAQ TECHNOLOGY HOUSE,2017,34,17,17
VERITAAQ TECHNOLOGY HOUSE,2018,42,17,25
VERITAAQ TECHNOLOGY HOUSE,2019,28,13,15
